,CFNAI,CPI,M2,ISM,bfly,divy,Spread
2011-02-01,-0.427429,0.021248981733331673,0.04358558431483184,0.069084628670121,-2.4402999999999997,0.326612123,-0.06520383984872291
2011-03-01,0.5281020000000001,0.02619241510354131,0.05065900283860025,0.03511705685618738,-2.5178999999999996,0.362643565,-0.050224163756967255
2011-04-01,-0.5971069999999999,0.030772344447868694,0.054727125771650176,-0.033600000000000074,-2.3896,0.392162231,0.00827294234075071
2011-05-01,-0.43428599999999995,0.034589718808965,0.05321543970977616,-0.15347334410339253,-2.1540999999999997,0.40740911599999996,-0.01837207199495039
2011-06-01,-0.120407,0.03502318150636041,0.05785431263870966,-0.10016155088852985,-2.2135999999999996,0.435050272,-0.043092911541610546
2011-07-01,0.278041,0.035798809769996165,0.07928151489499857,-0.09105960264900659,-1.7286999999999997,0.454597171,-0.0658541109451678
2011-08-01,-0.116638,0.0375499603070808,0.10171664895337562,-0.005725190839694583,-1.2424999999999997,0.5422030540000001,-0.03451622016415845
2011-09-01,-0.30783699999999997,0.03812621692818685,0.10024300636883976,-0.07360861759425497,-1.1437,0.6310779289999999,0.020375401140687366
2011-10-01,0.214725,0.035222681306640524,0.09364846931771353,-0.04553734061930781,-1.3160999999999998,0.56868993,0.05832386783523069
2011-11-01,-0.5271399999999999,0.03451432214581729,0.09663280447437517,0.05950095969289837,-1.3703999999999998,0.600774826,0.05255587746954005
2011-12-01,0.435992,0.03062066838419386,0.0940571584228087,0.07364341085271309,-1.1729,0.61490445,0.03472718278576048
2012-01-01,0.611988,0.030087663379855023,0.10291466857123432,0.05343511450381677,-0.9464000000000002,0.5292492020000001,-0.0390532219645503
2012-02-01,0.023107,0.028981784423473878,0.1013155819873397,0.0,-1.1294,0.4601136999999999,-0.0689478252314576
2012-03-01,-0.488854,0.0258287528133212,0.10157843994529259,0.0018050541516245744,-1.3502000000000003,0.491222068,-0.05986960209118153
2012-04-01,0.030973,0.022731633741348567,0.09542319609955463,0.01086956521739113,-0.9963000000000003,0.481891491,-0.03403210271852741
2012-05-01,-0.331662,0.01737942937466097,0.09706608778477999,0.034420289855072506,-0.783,0.5245626699999999,0.04514356615804482
2012-06-01,-0.507033,0.016538704482976563,0.09628734622144108,-0.07567567567567568,-0.8305000000000001,0.502391452,0.06524741308007775
2012-07-01,-0.357948,0.014175114798464783,0.07948514085566338,-0.09856630824372759,-0.6170000000000004,0.483076156,0.06037250378590597
2012-08-01,-0.6579699999999999,0.016859349154821235,0.0625989577325965,-0.13134851138353765,-0.7138000000000001,0.41658404800000004,0.07227353089110855
2012-09-01,-0.115513,0.019497168982819613,0.06736939068175407,0.042884990253411415,-0.7469000000000001,0.38275445100000005,0.04514109365905461
2012-10-01,-0.318348,0.021556780595369363,0.07150777212912418,0.02982107355864816,-0.8134000000000001,0.36188735800000005,0.052961241961954286
2012-11-01,0.275415,0.017960197033926262,0.07429534951496719,0.03629032258064502,-0.7823000000000001,0.288246545,0.002909065689468582
2012-12-01,0.26449,0.017595049796895523,0.086282198914859,-0.06355140186915886,-0.9672999999999999,0.2647793500000001,-0.002204087825572021
2013-01-01,-0.405551,0.01684061762098299,0.07455261237369837,-0.019305019305019266,-1.1158999999999997,0.252797909,0.004412894734466377
2013-02-01,0.371712,0.020181404902574807,0.06923918712989763,0.08365758754863828,-0.9430000000000001,0.25476766000000006,0.02966595265472738
2013-03-01,-0.399019,0.015187472411246183,0.07350681334785225,0.031936127744510934,-0.9320000000000002,0.27962866899999994,0.030937005590852884
2013-04-01,-0.48776499999999995,0.01138808047576867,0.071720418115641,-0.021653543307086465,-0.8107999999999994,0.294610544,0.020228596487109618
2013-05-01,0.089509,0.013903888279197085,0.07239558620132658,-0.10951526032315984,-1.278499999999999,0.219714521,-0.04129473776954984
2013-06-01,-0.166793,0.017157935271568725,0.06750095184658234,0.07736943907156668,-1.716,0.237598105,-0.027037764896356453
2013-07-01,-0.813267,0.01885471805415806,0.06864599092284407,0.18913480885311862,-1.784000000000001,0.23906555200000001,-0.01873449849557951
2013-08-01,0.517342,0.01538809488600279,0.06528582283227591,0.282258064516129,-2.0926999999999993,0.24241124700000005,0.017492896173372907
2013-09-01,0.15924100000000002,0.010947341081747997,0.06319567711755525,0.10053859964093337,-1.7993000000000003,0.2341712549999999,0.00969801829550887
2013-10-01,-0.075495,0.00876799143491147,0.07282738153347523,0.0372250423011844,-1.7454000000000005,0.23920862099999995,0.013120665172416057
2013-11-01,0.45705200000000007,0.012328701961954236,0.06255934272482433,-0.0031446540880503138,-1.8928,0.18998183400000002,0.013765565769061405
2013-12-01,-0.164108,0.015128383667573742,0.05337599083182121,0.05057096247960868,-2.1684999999999994,0.20892141600000003,0.026262939604507984
2014-01-01,-0.9338700000000001,0.015577587955748928,0.062291945666730575,-0.16476345840130502,-1.9267999999999998,0.2276706089999999,0.028173742903757848
2014-02-01,0.615858,0.011204746347724948,0.06772073804126366,-0.14037854889589907,-1.9381,0.259785653,0.023294570098599143
2014-03-01,0.6060300000000001,0.016126949139408042,0.06274766319701186,-0.14440993788819878,-2.0904,0.23492057200000005,-0.020042081696055813
2014-04-01,0.112166,0.02015125303606169,0.06300434219115103,0.076171875,-2.0465000000000004,0.2380401780000001,-0.013133186939540242
2014-05-01,0.11657000000000001,0.02166947687079812,0.06700933875583681,0.044036697247706424,-1.8680999999999999,0.294621005,-0.013765089670184638
2014-06-01,0.25,0.020589816945944195,0.06733431572229076,0.06896551724137923,-1.9467999999999999,0.27960328999999995,-0.010318896133790112
2014-07-01,0.329315,0.019742378703305974,0.06557758757183185,0.15063520871143377,-2.0170000000000003,0.29495194599999996,-0.01997714247387017
2014-08-01,-0.22201700000000002,0.017150983482969062,0.061961002269464105,0.17223198594024614,-1.8108,0.327289688,0.007684083891679627
2014-09-01,0.08176900000000001,0.016840509711232077,0.06044478060749192,0.018675721561969505,-1.9805999999999997,0.36906499700000006,0.019178179017745656
2014-10-01,0.161269,0.016095417021513292,0.05479826014159106,-0.006309148264984188,-1.7913,0.34731401800000006,-0.05934873032426591
2014-11-01,0.413296,0.01231524989320798,0.057335120496758485,-0.06896551724137934,-1.6957,0.3680792319999999,-0.07439072947910574
2014-12-01,-0.01314,0.006531213919622969,0.059166447565254465,-0.036666666666666736,-1.8833999999999997,0.3232809360000001,-0.08725464180048426
2015-01-01,-0.311408,-0.0024225629866376774,0.05898137809314563,-0.1603174603174603,-1.2367999999999997,0.3848748879999999,0.03127964813796558
