Index Code,Index Name,Effective Date,Dividend Yield,Index Code,Index Name,Effective Date,Dividend Yield
600PG,S&P SmallCap 600 Pure Growth,1/31/2018,0.57298232,600PV,S&P SmallCap 600 Pure Value,1/31/2018,1.112096603
600PG,S&P SmallCap 600 Pure Growth,2/28/2018,0.588386546,600PV,S&P SmallCap 600 Pure Value,2/28/2018,1.142965781
600PG,S&P SmallCap 600 Pure Growth,3/29/2018,0.57249721,600PV,S&P SmallCap 600 Pure Value,3/29/2018,1.224917363
600PG,S&P SmallCap 600 Pure Growth,4/30/2018,0.569052567,600PV,S&P SmallCap 600 Pure Value,4/30/2018,1.256670856
600PG,S&P SmallCap 600 Pure Growth,5/31/2018,0.496924494,600PV,S&P SmallCap 600 Pure Value,5/31/2018,1.136944995
600PG,S&P SmallCap 600 Pure Growth,6/29/2018,0.473448996,600PV,S&P SmallCap 600 Pure Value,6/29/2018,1.249355582
600PG,S&P SmallCap 600 Pure Growth,7/31/2018,0.453760946,600PV,S&P SmallCap 600 Pure Value,7/31/2018,1.284229753
600PG,S&P SmallCap 600 Pure Growth,8/31/2018,0.399450216,600PV,S&P SmallCap 600 Pure Value,8/31/2018,1.189092952
600PG,S&P SmallCap 600 Pure Growth,9/28/2018,0.383314208,600PV,S&P SmallCap 600 Pure Value,9/28/2018,1.380143026
600PG,S&P SmallCap 600 Pure Growth,10/31/2018,0.439409492,600PV,S&P SmallCap 600 Pure Value,10/31/2018,1.561422768
600PG,S&P SmallCap 600 Pure Growth,11/30/2018,0.483370729,600PV,S&P SmallCap 600 Pure Value,11/30/2018,1.70263559
600PG,S&P SmallCap 600 Pure Growth,12/31/2018,0.586,600PV,S&P SmallCap 600 Pure Value,12/31/2018,2.3145
600PG,S&P SmallCap 600 Pure Growth,1/31/2019,0.422245244,600PV,S&P SmallCap 600 Pure Value,1/31/2019,1.396302434
600PG,S&P SmallCap 600 Pure Growth,2/28/2019,0.446767855,600PV,S&P SmallCap 600 Pure Value,2/28/2019,1.392117733
600PG,S&P SmallCap 600 Pure Growth,3/29/2019,0.459450393,600PV,S&P SmallCap 600 Pure Value,3/29/2019,1.24632012
