Date,3M,10Y,20Y
20051214,3.81,4.45,4.73
20051215,3.84,4.47,4.75
20051216,3.84,4.45,4.72
20051219,3.89,4.45,4.72
20051220,3.88,4.47,4.74
20051221,3.9,4.49,4.75
20051222,3.89,4.44,4.69
20051223,3.9,4.38,4.63
20051226,3.9,4.38,#N/A
20051227,3.9,4.34,4.58
20051228,3.87,4.38,4.62
20051229,3.92,4.37,4.6
20051230,3.99,4.39,4.61
20060102,3.99,4.39,#N/A
20060103,4.07,4.37,4.62
20060104,4.09,4.36,4.6
20060105,4.1,4.36,4.61
20060106,4.12,4.38,4.63
20060109,4.14,4.38,4.63
20060110,4.19,4.43,4.68
20060111,4.2,4.46,4.7
20060112,4.22,4.42,4.66
20060113,4.23,4.36,4.59
20060116,4.23,4.36,#N/A
20060117,4.28,4.34,4.57
20060118,4.25,4.34,4.58
20060119,4.25,4.38,4.61
20060120,4.25,4.37,4.59
20060123,4.28,4.36,4.59
20060124,4.3,4.4,4.63
20060125,4.32,4.49,4.72
20060126,4.34,4.53,4.76
20060127,4.34,4.52,4.75
20060130,4.38,4.54,4.77
20060131,4.37,4.53,4.74
20060201,4.37,4.57,4.77
20060202,4.37,4.57,4.76
20060203,4.37,4.54,4.7
20060206,4.38,4.55,4.69
20060207,4.39,4.57,4.73
20060208,4.4,4.56,4.75
20060209,4.41,4.54,4.72
20060210,4.42,4.59,4.76
20060213,4.45,4.58,4.76
20060214,4.45,4.62,4.8
20060215,4.44,4.61,4.78
20060216,4.44,4.59,4.77
20060217,4.43,4.54,4.71
20060220,4.43,4.54,#N/A
20060221,4.46,4.57,4.72
20060222,4.46,4.53,4.68
20060223,4.48,4.56,4.7
20060224,4.49,4.58,4.71
20060227,4.51,4.59,4.74
20060228,4.6265,4.549,4.7
20060301,4.49,4.59,4.74
20060302,4.5,4.64,4.8
20060303,4.5,4.68,4.84
20060306,4.49,4.74,4.91
20060307,4.49,4.74,4.91
20060308,4.47,4.73,4.91
20060309,4.48,4.74,4.91
20060310,4.5,4.76,4.93
20060313,4.5,4.77,4.95
20060314,4.48,4.71,4.89
20060315,4.51,4.73,4.93
20060316,4.5,4.65,4.86
20060317,4.52,4.68,4.89
20060320,4.55,4.66,4.87
20060321,4.57,4.71,4.91
20060322,4.57,4.7,4.91
20060323,4.55,4.73,4.93
20060324,4.54,4.67,4.87
20060327,4.51,4.7,4.91
20060328,4.53,4.79,4.98
20060329,4.6182,4.8072,5.02
20060330,4.617,4.8513,5.07
20060331,4.6092,4.8523,5.07
20060403,4.658,4.8656,5.08
20060404,4.6655,4.8667,5.09
20060405,4.6778,4.8484,5.07
20060406,4.6798,4.9049,5.13
20060407,4.6695,4.8997,5.2
20060410,4.6852,4.9578,5.21
20060411,4.7044,4.9259,5.17
20060412,4.7142,4.9777,5.22
20060413,4.7142,4.9777,5.28
20060414,4.7012,4.9746,#N/A
20060417,4.7154,5.0104,5.25
20060418,4.7174,4.9824,5.23
20060419,4.7168,5.0221,5.29
20060420,4.7467,5.01,5.29
20060421,4.75,5.01,5.25
20060424,4.7485,4.9768,5.22
20060425,4.7849,5.075,5.31
20060426,4.7598,5.075,5.34
20060427,4.7674,5.062,5.32
20060428,4.7784,5.0732,5.31
20060501,4.7674,5.062,5.38
20060502,4.9076,5.139,5.35
20060503,4.8109,5.1138,5.38
20060504,4.8271,5.1018,5.38
20060505,4.8018,5.1564,5.35
20060508,4.8271,5.1018,5.34
20060509,4.855,5.1136,5.35
20060510,4.8862,5.1274,5.34
20060511,4.8245,5.1989,5.38
20060512,4.8148,5.1327,5.44
20060515,4.8245,5.1989,5.41
20060516,5.0064,5.1573,5.36
20060517,4.8238,5.1008,5.42
20060518,4.8245,5.0594,5.32
20060519,4.8381,5.0635,5.28
20060522,4.8245,5.0594,5.28
20060523,4.8238,5.0413,5.3
20060524,4.8342,5.0253,5.27
20060525,4.8388,5.0433,5.31
20060526,4.8252,5.0693,5.3
20060529,4.8252,5.0693,#N/A
20060530,4.8375,5.0491,5.33
20060531,4.8336,5.0813,5.35
20060601,4.8466,5.1277,5.34
20060602,4.8167,4.9918,5.24
20060605,4.8167,4.9918,5.24
20060606,4.8576,5.0228,5.22
20060607,4.8654,5.0037,5.23
20060608,4.8168,5.0227,5.2
20060609,4.8168,4.9774,5.17
20060612,4.8168,4.9774,5.17
20060613,4.996,4.9824,5.15
20060614,5,4.98,5.23
20060615,4.8278,5.1011,5.27
20060616,4.8764,5.1284,5.31
20060619,4.9336,5.1396,5.32
20060620,4.9304,5.1538,5.33
20060621,4.9167,5.1569,5.32
20060622,4.9057,5.211,5.37
20060623,4.9673,5.2305,5.4
20060626,5.0213,5.2388,5.42
20060627,5.0421,5.2039,5.38
20060628,4.9999,5.2481,5.42
20060629,5.0096,5.1998,5.39
20060630,4.9881,5.1435,5.31
20060703,4.9881,5.1435,5.33
20060704,5.0727,5.1507,#N/A
20060705,5.0207,5.2245,5.39
20060706,4.9992,5.1844,5.35
20060707,4.9992,5.1844,5.29
20060710,5.0448,5.1282,5.29
20060711,5.063,5.1037,5.26
20060712,5.0727,5.1027,5.26
20060713,5.0512,5.0681,5.23
20060714,5.0512,5.0681,5.23
20060717,5.1046,5.067,5.23
20060718,5.1358,5.1353,5.29
20060719,5.1358,5.1353,5.22
20060720,5.1358,5.1353,5.2
20060721,5.0816,5.0435,5.21
20060724,5.1046,5.0475,5.22
20060725,5.1046,5.0475,5.24
20060726,5.1039,5.0353,5.22
20060727,5.1031,5.0383,5.22
20060728,5.0608,4.9926,5.17
20060731,5.1031,4.9926,5.17
20060801,5.2354,4.9814,5.17
20060802,5.1143,4.9632,5.14
20060803,5.1031,4.9631,5.13
20060804,5.1031,4.9631,5.09
20060807,5.128,4.9186,5.09
20060808,5.1046,4.9226,5.11
20060809,5.0727,4.9269,5.13
20060810,5.0512,4.935,5.15
20060811,5.0712,4.9741,5.18
20060814,5.1046,5.0003,5.21
20060815,5.0942,4.9319,5.13
20060816,5.0727,4.9319,5.08
20060817,5.0727,4.9319,5.08
20060818,5.0927,4.87,5.05
20060821,5.0949,4.8152,5.04
20060822,5.1053,4.8152,5.03
20060823,5.1053,4.8092,5.03
20060824,5.0942,4.8092,5.02
20060825,5.1135,4.7832,5.01
20060828,5.1001,4.7832,5.01
20060829,5.0734,4.7832,5
20060830,5.0519,4.7544,4.98
20060831,5.0434,4.7307,4.95
20060901,5.0434,4.7307,4.95
20060904,5.0193,4.7266,#N/A
20060905,4.9895,4.7829,5.01
20060906,4.9713,4.7998,5.02
20060907,4.968,4.7898,5.01
20060908,4.9362,4.7788,4.99
20060911,4.9232,4.8026,5.02
20060912,4.9096,4.7757,4.98
20060913,4.9063,4.7628,4.97
20060914,4.9368,4.7936,4.99
20060915,4.9368,4.7936,5
20060918,4.9544,4.8104,5.01
20060919,4.9486,4.7318,4.94
20060920,4.9271,4.7338,4.93
20060921,4.9161,4.639,4.86
20060922,4.9258,4.5917,4.82
20060925,4.892,4.5457,4.77
20060926,4.8862,4.5857,4.79
20060927,4.8907,4.6023,4.81
20060928,4.8745,4.612,4.84
20060929,4.8868,4.6325,4.84
20061002,4.8972,4.6078,4.83
20061003,4.9226,4.6156,4.83
20061004,4.9115,4.5656,4.79
20061005,4.9316,4.6106,4.84
20061006,4.9316,4.6106,4.92
20061009,4.9466,4.6982,#N/A
20061010,4.9954,4.7549,4.96
20061011,5.0181,4.7808,4.99
20061012,5.0512,4.7738,4.99
20061013,5.0557,4.8017,5.02
20061016,5.0793,4.7797,5
20061017,5.0864,4.7706,4.99
20061018,5.0831,4.7606,4.97
20061019,5.1005,4.7856,4.99
20061020,5.0868,4.7905,4.99
20061023,5.1209,4.8317,5.03
20061024,5.1358,4.8226,5.03
20061025,5.1273,4.7674,4.98
20061026,5.1161,4.7184,4.93
20061027,5.105,4.6755,4.88
20061030,5.1001,4.6724,4.88
20061031,5.0838,4.604,4.81
20061101,5.0649,4.5665,4.77
20061102,5.0649,4.5665,4.8
20061103,5.092,4.716,4.9
20061106,5.0897,4.7,4.89
20061107,5.0838,4.6621,4.85
20061108,5.0961,4.6392,4.82
20061109,5.1005,4.6181,4.82
20061110,5.092,4.5914,4.78
20061113,5.0897,4.6132,4.8
20061114,5.0942,4.57,4.76
20061115,5.0935,4.624,4.8
20061116,5.0953,4.6654,4.84
20061117,5.092,4.6032,4.79
20061120,5.0838,4.5993,4.78
20061121,5.0552,4.5767,4.76
20061122,5.0552,4.5767,4.76
20061123,5.0623,4.5639,#N/A
20061124,5.0401,4.553,4.74
20061127,5.0376,4.5324,4.73
20061128,5.0474,4.503,4.7
20061129,5.0415,4.5215,4.72
20061130,5.0278,4.461,4.66
20061201,5.0297,4.4346,4.64
20061204,4.9752,4.4287,4.65
20061205,4.9902,4.4471,4.67
20061206,4.9895,4.4841,4.69
20061207,4.9784,4.4821,4.7
20061208,4.9595,4.5476,4.76
20061211,4.9336,4.5201,4.73
20061212,4.9382,4.4917,4.7
20061213,4.9453,4.588,4.78
20061214,4.955,4.5998,4.81
20061215,4.9102,4.5948,4.81
20061218,4.944,4.5869,4.81
20061219,4.959,4.5928,4.82
20061220,4.9765,4.5997,4.82
20061221,4.968,4.5513,4.78
20061222,4.968,4.5513,4.85
20061225,4.9881,4.6185,#N/A
20061226,4.9954,4.6036,4.82
20061227,4.9765,4.6552,4.87
20061228,5.007,4.6862,4.9
20061229,5.007,4.6862,4.91
20070101,5.007,4.6862,#N/A
20070102,5.0167,4.7042,4.87
20070103,5.0519,4.6612,4.85
20070104,5.0408,4.6074,4.81
20070105,5.0505,4.6482,4.84
20070108,5.0793,4.6552,4.84
20070109,5.0838,4.6602,4.83
20070110,5.0935,4.6893,4.87
20070111,5.1005,4.7345,4.92
20070112,5.1005,4.7345,4.96
20070115,5.092,4.776,#N/A
20070116,5.1202,4.7518,4.94
20070117,5.1117,4.7821,4.98
20070118,5.1031,4.7468,4.94
20070119,5.1388,4.7772,4.96
20070122,5.1417,4.761,4.94
20070123,5.1462,4.8138,5
20070124,5.1351,4.8139,5
20070125,5.1421,4.8762,5.06
20070126,5.1336,4.8763,5.07
20070129,5.1417,4.8948,5.09
20070130,5.1462,4.8744,5.07
20070131,5.1143,4.8111,5.02
20070201,5.1239,4.8387,5.02
20070202,5.144,4.8245,5.02
20070205,5.1521,4.8102,5
20070206,5.1514,4.7675,4.96
20070207,5.1559,4.7379,4.94
20070208,5.1525,4.7299,4.93
20070209,5.1544,4.7827,4.98
20070212,5.1729,4.8057,5
20070213,5.1722,4.8138,5.02
20070214,5.1559,4.7379,4.94
20070215,5.1681,4.712,4.91
20070216,5.1681,4.712,4.9
20070219,5.1726,4.6882,#N/A
20070220,5.1663,4.6783,4.89
20070221,5.1741,4.6921,4.9
20070222,5.1863,4.7299,4.94
20070223,5.1752,4.6733,4.89
20070226,5.0897,4.6307,4.84
20070227,5.1202,4.5148,4.73
20070228,5.1351,4.5706,4.78
20070301,5.1343,4.5519,4.78
20070302,5.1024,4.497,4.75
20070305,5.1001,4.4969,4.74
20070306,5.1124,4.5272,4.76
20070307,5.0935,4.491,4.73
20070308,5.1678,4.5125,4.74
20070309,5.092,4.589,4.81
20070312,5.0897,4.5545,4.78
20070313,5.0578,4.4937,4.75
20070314,5.0545,4.5378,4.78
20070315,5.0304,4.5377,4.78
20070316,5.0323,4.5465,4.79
20070319,5.0585,4.5671,4.81
20070320,5.0585,4.5671,4.79
20070321,5.0415,4.5395,4.78
20070322,5.0505,4.5828,4.86
20070323,5.0686,4.6135,4.88
20070326,5.0689,4.6066,4.86
20070327,5.0526,4.6026,4.89
20070328,5.0545,4.6224,4.9
20070329,5.0434,4.6463,4.9
20070330,5.0401,4.6463,4.92
20070402,5.048,4.6433,4.92
20070403,5.0369,4.6682,4.93
20070404,5.0441,4.6522,4.92
20070405,5.0375,4.7505,4.95
20070406,5.0349,4.7536,5
20070409,5.0168,4.7485,5
20070410,5.0161,4.7224,4.99
20070411,5.0103,4.7325,5
20070412,5.0252,4.7385,4.99
20070413,5.0011,4.7638,5.01
20070416,4.996,4.7366,4.98
20070417,4.9928,4.6823,4.93
20070418,4.9791,4.6552,4.9
20070419,4.9861,4.6682,4.92
20070420,4.9829,4.6743,4.93
20070423,4.9752,4.6442,4.91
20070424,4.9668,4.6252,4.88
20070425,4.9609,4.6542,4.91
20070426,4.9057,4.6984,4.95
20070427,4.9057,4.6984,4.96
20070430,4.9024,4.6262,4.88
20070501,4.8888,4.6402,4.89
20070502,4.8888,4.6402,4.89
20070503,4.8888,4.6462,4.91
20070504,4.8894,4.6422,4.88
20070507,4.892,4.6302,4.86
20070508,4.8914,4.633,4.87
20070509,4.8648,4.6697,4.91
20070510,4.8459,4.6429,4.9
20070511,4.8375,4.6737,4.92
20070514,4.8602,4.6956,4.93
20070515,4.8161,4.7036,4.95
20070516,4.7349,4.7116,4.95
20070517,4.7914,4.7557,4.99
20070518,4.8064,4.8042,5.03
20070521,4.8862,4.7911,5.02
20070522,4.907,4.8285,5.06
20070523,4.8933,4.8468,5.09
20070524,4.8875,4.8428,5.09
20070525,4.8875,4.8428,5.09
20070528,4.8738,4.8593,#N/A
20070529,4.8706,4.8858,5.09
20070530,4.8232,4.8716,5.09
20070531,4.7343,4.8994,5.1
20070601,4.7778,4.9546,5.15
20070604,4.7985,4.9291,5.11
20070605,4.8212,4.9939,5.16
20070606,4.7817,4.9683,5.17
20070607,4.7914,5.1363,5.29
20070608,4.7623,5.1074,5.3
20070611,4.7154,5.1535,5.32
20070612,4.7122,5.2971,5.44
20070613,4.6389,5.2021,5.36
20070614,4.6228,5.2275,5.39
20070615,4.5418,5.1627,5.34
20070618,4.6219,5.1387,5.34
20070619,4.6758,5.0834,5.28
20070620,4.7142,5.1337,5.32
20070621,4.685,5.1884,5.36
20070622,4.6974,5.1311,5.34
20070625,4.8193,5.082,5.28
20070626,4.8083,5.0822,5.31
20070627,4.7661,5.0844,5.28
20070628,4.7603,5.1075,5.3
20070629,4.8012,5.0265,5.21
20070702,4.9232,4.9934,5.18
20070703,4.9232,5.0434,5.22
20070704,4.9486,5.0434,#N/A
20070705,4.9342,5.1419,5.32
20070706,4.9362,5.1866,5.36
20070709,4.944,5.1467,5.32
20070710,4.9408,5.0254,5.21
20070711,4.9349,5.0881,5.26
20070712,4.9472,5.1281,5.29
20070713,4.9472,5.1281,5.27
20070716,4.9648,5.0427,5.21
20070717,4.9616,5.0533,5.24
20070718,4.9614,5.0346,5.18
20070719,4.9842,5.0201,5.2
20070720,4.9783,4.9528,5.14
20070723,5.041,4.9539,5.15
20070724,5.0143,4.9199,5.13
20070725,4.9771,4.9034,5.12
20070726,4.9243,4.7844,5.02
20070727,4.856,4.7642,5.03
20070730,4.9576,4.8061,5.05
20070731,4.9491,4.7429,5
20070801,4.8885,4.7858,4.99
20070802,4.8853,4.7695,5
20070803,4.8325,4.6862,4.96
20070806,4.9159,4.7411,4.98
20070807,4.9517,4.7698,5.01
20070808,4.951,4.849,5.11
20070809,4.7941,4.7718,5.1
20070810,4.5543,4.8056,5.11
20070813,4.7356,4.7639,5.09
20070814,4.6366,4.7322,5.06
20070815,4.0957,4.7233,5.07
20070816,3.8697,4.6621,4.99
20070817,3.7657,4.6837,5.06
20070820,3.2035,4.6276,5.04
20070821,3.6145,4.5972,5
20070822,3.6633,4.6511,5.01
20070823,3.9038,4.6461,4.98
20070824,4.2302,4.6205,4.95
20070827,4.6554,4.5725,4.92
20070828,4.335,4.5101,4.9
20070829,4.0153,4.5665,4.93
20070830,3.8179,4.509,4.87
20070831,4.1129,4.5321,4.87
20070903,4.1181,4.5331,#N/A
20070904,4.4676,4.5506,4.88
20070905,4.3765,4.4669,4.82
20070906,4.3158,4.5076,4.84
20070907,4.0663,4.3835,4.73
20070910,3.9591,4.3268,4.68
20070911,4.1091,4.3737,4.68
20070912,4.0075,4.4122,4.72
20070913,4.0563,4.4702,4.79
20070914,3.9833,4.4593,4.77
20070917,4.1563,4.464,4.76
20070918,4.0054,4.4717,4.81
20070919,3.9194,4.5419,4.86
20070920,3.7998,4.6996,4.99
20070921,3.758,4.6233,4.95
20070924,3.8658,4.6321,4.94
20070925,3.8083,4.6301,4.94
20070926,3.7018,4.6242,4.95
20070927,3.704,4.567,4.89
20070928,3.8123,4.5905,4.89
20071001,3.9384,4.5491,4.85
20071002,3.9665,4.5235,4.83
20071003,3.9582,4.5647,4.85
20071004,3.9423,4.5136,4.83
20071005,3.9423,4.5136,4.94
20071008,3.9781,4.6356,#N/A
20071009,4.0457,4.6485,4.93
20071010,4.049,4.6514,4.93
20071011,4.129,4.6375,4.95
20071012,4.1933,4.6852,4.98
20071015,4.3018,4.6792,4.98
20071016,4.2571,4.6453,4.97
20071017,4.0049,4.5562,4.88
20071018,3.8542,4.4951,4.84
20071019,3.8305,4.3934,4.74
20071022,4.0006,4.4128,4.73
20071023,3.9846,4.4049,4.74
20071024,3.8572,4.3408,4.69
20071025,3.9345,4.3863,4.7
20071026,3.9522,4.4045,4.73
20071029,4.0214,4.385,4.71
20071030,3.9613,4.38,4.72
20071031,3.922,4.4757,4.79
20071101,3.8075,4.3497,4.69
20071102,3.6079,4.3252,4.65
20071105,3.7828,4.3396,4.67
20071106,3.7462,4.3765,4.7
20071107,3.4533,4.3189,4.71
20071108,3.4142,4.2849,4.7
20071109,3.4142,4.3053,4.64
20071112,3.2589,4.225,#N/A
20071113,3.5028,4.2679,4.64
20071114,3.4016,4.2539,4.65
20071115,3.3134,4.1441,4.58
20071116,3.4088,4.1661,4.56
20071119,3.41,4.0704,4.5
20071120,3.2882,4.1009,4.51
20071121,3.2882,4.1009,4.49
20071122,3.2882,4.1009,#N/A
20071123,3.2279,4.052,4.46
20071126,3.1206,3.8391,4.29
20071127,3.1668,3.9496,4.4
20071128,3.0452,4.0404,4.46
20071129,2.9675,3.9401,4.39
20071130,3.1505,3.9389,4.44
20071203,3.0276,3.8524,4.38
20071204,3.0609,3.8964,4.38
20071205,3.0632,3.9585,4.42
20071206,3.0836,4.0095,4.52
20071207,3.073,4.1067,4.62
20071210,3.0379,4.1625,4.64
20071211,2.9164,3.9722,4.51
20071212,2.8672,4.097,4.55
20071213,2.8979,4.202,4.66
20071214,2.8769,4.1971,4.71
20071217,3.0586,4.1488,4.67
20071218,3.048,4.1217,4.6
20071219,2.8981,4.0316,4.52
20071220,2.9443,4.0554,4.5
20071221,2.9443,4.0554,4.62
20071224,3.3076,4.1737,4.67
20071225,3.3076,4.2144,#N/A
20071226,3.3241,4.2818,4.73
20071227,3.1275,4.1998,4.66
20071228,3.1275,4.1998,4.56
20071231,3.1556,4.076,4.5
20080101,3.1556,4.076,#N/A
20080102,3.3893,4.0261,4.39
20080103,3.2595,3.9089,4.41
20080104,3.1918,3.8727,4.4
20080107,3.2652,3.8349,4.37
20080108,3.221,3.782,4.39
20080109,3.2311,3.8234,4.35
20080110,3.2153,3.8931,4.47
20080111,3.2153,3.8931,4.4
20080114,3.1826,3.775,4.39
20080115,3.159,3.6667,4.3
20080116,3.1355,3.7373,4.34
20080117,2.9985,3.6257,4.27
20080118,2.9985,3.6257,4.3
20080121,2.8487,3.6325,#N/A
20080122,2.3266,3.4396,4.23
20080123,2.2185,3.61,4.23
20080124,2.3829,3.7074,4.37
20080125,2.3608,3.7108,4.3
20080128,2.3164,3.5815,4.3
20080129,2.2957,3.676,4.35
20080130,2.1594,3.6731,4.45
20080131,1.9487,3.5977,4.35
20080201,2.0949,3.6037,4.31
20080204,2.265,3.6472,4.37
20080205,2.1723,3.5729,4.32
20080206,2.0951,3.6022,4.36
20080207,2.2003,3.7636,4.5
20080208,2.2003,3.7636,4.41
20080211,2.2332,3.6128,4.38
20080212,2.2932,3.6645,4.43
20080213,2.2699,3.732,4.48
20080214,2.2929,3.8202,4.63
20080215,2.1925,3.7714,4.55
20080218,2.1925,3.7686,#N/A
20080219,2.2649,3.8949,4.63
20080220,2.239,3.895,4.63
20080221,2.2003,3.7726,4.52
20080222,2.1976,3.8006,4.55
20080225,2.1828,3.8993,4.65
20080226,2.1107,3.8577,4.64
20080227,1.9668,3.8519,4.62
20080228,1.9102,3.6687,4.51
20080229,1.8434,3.5102,4.37
20080303,1.6694,3.5505,4.37
20080304,1.6642,3.6204,4.46
20080305,1.5206,3.6918,4.55
20080306,1.3567,3.5845,4.52
20080307,1.4437,3.5308,4.49
20080310,1.362,3.4577,4.39
20080311,1.4848,3.594,4.48
20080312,1.4284,3.4726,4.35
20080313,1.3695,3.5364,4.42
20080314,1.1751,3.4454,4.3
20080317,1.1062,3.3117,4.24
20080318,0.8967,3.4894,4.3
20080319,0.8967,3.4894,4.2
20080320,0.5829,3.3328,4.15
20080321,0.5803,3.33,#N/A
20080324,1.0089,3.5601,4.31
20080325,1.3005,3.4987,4.29
20080326,1.2826,3.464,4.31
20080327,1.2851,3.5299,4.37
20080328,1.3874,3.4442,4.32
20080331,1.3722,3.4124,4.3
20080401,1.4157,3.5573,4.4
20080402,1.39,3.6001,4.4
20080403,1.413,3.5792,4.41
20080404,1.3771,3.4695,4.32
20080407,1.4234,3.5412,4.37
20080408,1.385,3.5593,4.37
20080409,1.3056,3.4798,4.3
20080410,1.2416,3.5413,4.33
20080411,1.1981,3.4798,4.28
20080414,1.0858,3.5157,4.32
20080415,1.119,3.6003,4.38
20080416,1.124,3.6867,4.49
20080417,1.2851,3.7331,4.5
20080418,1.3528,3.7081,4.52
20080421,1.3313,3.7294,4.48
20080422,1.2801,3.6927,4.47
20080423,1.234,3.7353,4.49
20080424,1.257,3.8308,4.56
20080425,1.3644,3.8732,4.61
20080428,1.4439,3.8732,4.57
20080429,1.4746,3.8253,4.56
20080430,1.39,3.7328,4.49
20080501,1.4028,3.7669,4.49
20080502,1.4028,3.7669,4.57
20080505,1.6284,3.8591,4.58
20080506,1.6385,3.9224,4.64
20080507,1.6744,3.8817,4.61
20080508,1.664,3.7786,4.55
20080509,1.6973,3.7739,4.52
20080512,1.8335,3.7911,4.52
20080513,1.8334,3.9175,4.61
20080514,1.8282,3.9102,4.63
20080515,1.8332,3.8153,4.55
20080516,1.8511,3.8503,4.57
20080519,1.8746,3.8332,4.55
20080520,1.8693,3.7784,4.52
20080521,1.8692,3.8133,4.53
20080522,1.8768,3.913,4.62
20080523,1.8768,3.913,4.56
20080526,1.8588,3.8454,#N/A
20080527,1.8745,3.9226,4.65
20080528,1.8898,4.0062,4.72
20080529,1.9076,4.0808,4.77
20080530,1.8844,4.0653,4.74
20080602,1.9054,3.962,4.69
20080603,1.8565,3.8948,4.64
20080604,1.8359,3.9822,4.72
20080605,1.8563,4.0354,4.77
20080606,1.846,3.9159,4.67
20080609,1.9054,4.0026,4.68
20080610,2.0208,4.1076,4.76
20080611,1.9514,4.0754,4.76
20080612,1.9514,4.0754,4.83
20080613,1.9819,4.2575,4.86
20080616,2.0491,4.2735,4.84
20080617,1.9951,4.2072,4.85
20080618,1.9308,4.1393,4.77
20080619,1.9205,4.2103,4.82
20080620,1.8691,4.171,4.76
20080623,1.8746,4.1632,4.77
20080624,1.8437,4.0847,4.7
20080625,1.8025,4.1024,4.72
20080626,1.8025,4.1024,4.67
20080627,1.6716,3.9661,4.58
20080630,1.8746,3.97,4.59
20080701,1.8847,4.004,4.6
20080702,1.8282,3.9613,4.57
20080703,1.8486,3.9788,4.58
20080704,1.8461,3.9779,#N/A
20080707,1.8848,3.9063,4.55
20080708,1.8848,3.9063,4.51
20080709,1.8,3.816,4.47
20080710,1.8,3.816,4.47
20080711,1.5922,3.9605,4.57
20080714,1.7617,3.9605,4.52
20080715,1.7617,3.8591,4.52
20080716,1.8789,3.8245,4.64
20080717,1.3709,4.0268,4.7
20080718,1.4041,3.9956,4.71
20080721,1.5524,4.0407,4.69
20080722,1.5446,4.1006,4.73
20080723,1.5446,4.1006,4.76
20080724,1.5599,4.1194,4.66
20080725,1.731,4.0999,4.75
20080728,1.7671,4.0999,4.69
20080729,1.721,4.039,4.7
20080730,1.7005,4.0489,4.69
20080731,1.6697,3.9491,4.63
20080801,1.6671,3.9336,4.61
20080804,1.7262,3.9375,4.62
20080805,1.7262,3.9667,4.67
20080806,1.7414,4.07,4.71
20080807,1.6799,3.9305,4.58
20080808,1.6952,3.9314,4.58
20080811,1.7671,3.9333,4.64
20080812,1.8746,3.9951,4.58
20080813,1.8437,3.9387,4.61
20080814,1.864,3.8926,4.55
20080815,1.8384,3.8406,4.5
20080818,1.7978,3.8151,4.47
20080819,1.8028,3.8348,4.5
20080820,1.6902,3.8037,4.46
20080821,1.7208,3.827,4.49
20080822,1.6952,3.8714,4.5
20080825,1.7416,3.7884,4.42
20080826,1.7134,3.7809,4.43
20080827,1.6852,3.7639,4.41
20080828,1.7414,3.7817,4.41
20080829,1.7157,3.8191,4.47
20080901,1.7183,3.8181,#N/A
20080902,1.7108,3.7354,4.39
20080903,1.715,3.7036,4.36
20080904,1.6799,3.6289,4.31
20080905,1.7463,3.7099,4.31
20080908,1.716,3.679,4.3
20080909,1.6673,3.5723,4.24
20080910,1.6493,3.6305,4.27
20080911,1.6186,3.6462,4.25
20080912,1.4934,3.7187,4.36
20080915,1.0216,3.3868,4.14
20080916,0.7059,3.4449,4.12
20080917,0.071,3.4201,4.12
20080918,0.0811,3.5446,4.19
20080919,0.9146,3.8134,4.42
20080922,0.9197,3.8143,4.48
20080923,0.7263,3.8048,4.5
20080924,0.4669,3.8123,4.48
20080925,0.7644,3.8692,4.48
20080926,0.8484,3.8577,4.44
20080929,0.6347,3.5795,4.21
20080930,0.907,3.8253,4.43
20081001,0.8102,3.741,4.33
20081002,0.6118,3.6322,4.28
20081003,0.4771,3.6021,4.26
20081006,0.5152,3.4551,4.12
20081007,0.7746,3.5074,4.15
20081008,0.6194,3.6401,4.31
20081009,0.5279,3.8002,4.41
20081010,0.5279,3.8858,4.41
20081013,0.1927,3.8858,#N/A
20081014,0.3349,4.0821,4.57
20081015,0.2206,3.955,4.57
20081016,0.439,3.9637,4.59
20081017,0.8026,3.9356,4.66
20081020,1.275,3.8454,4.6
20081021,1.0883,3.7417,4.52
20081022,1.0292,3.5987,4.42
20081023,0.9833,3.6792,4.34
20081024,0.8636,3.6847,4.44
20081027,0.8434,3.694,4.43
20081028,0.7619,3.8374,4.51
20081029,0.5915,3.8575,4.59
20081030,0.3755,3.9693,4.67
20081031,0.3755,3.9693,4.74
20081103,0.5,3.917,4.73
20081104,0.4517,3.7294,4.58
20081105,0.3958,3.7057,4.49
20081106,0.312,3.6923,4.52
20081107,0.2993,3.7901,4.57
20081110,0.2993,3.7901,4.5
20081111,0.2486,3.7718,#N/A
20081112,0.1598,3.7415,4.44
20081113,0.2003,3.8544,4.57
20081114,0.1344,3.7405,4.43
20081117,0.1141,3.6541,4.42
20081118,0.1166,3.533,4.32
20081119,0.071,3.3404,4.17
20081120,0.0304,3.0166,3.87
20081121,0.0788,3.329,3.93
20081124,0.0963,3.329,4.01
20081125,0.1141,3.1131,3.85
20081126,0.1141,3.1131,3.77
20081127,0.0482,2.9793,#N/A
20081128,0.0406,2.92,3.71
20081201,0.0684,2.7343,3.51
20081202,0.0583,2.6861,3.47
20081203,0.0177,2.6551,3.45
20081204,0.0177,2.5513,3.35
20081205,0.0177,2.5513,3.41
20081208,0.0203,2.743,3.45
20081209,0.0253,2.651,3.35
20081210,0.0101,2.6849,3.39
20081211,0.0076,2.6036,3.35
20081212,0.0253,2.5748,3.36
20081215,0.033,2.5195,3.29
20081216,0.0406,2.2673,3.16
20081217,0.0127,2.1915,3.01
20081218,0.0127,2.082,2.86
20081219,0.0152,2.1198,2.89
20081222,0.0355,2.1198,2.92
20081223,0.0203,2.1786,2.93
20081224,0.0203,2.1786,2.94
20081225,0.0101,2.1762,#N/A
20081226,0.0203,2.1347,2.91
