INDEX_NAME,INDEX_CODE,INDEX_DATE,CLOSE_INDEX_VALUE,NET_CHANGE,% CHANGE
S&P SmallCap 600 Pure Growth (TR),600PGTR,19-Jul-01,2266.289847,26.30353821,0.011742723
S&P SmallCap 600 Pure Growth (TR),600PGTR,20-Jul-01,2264.468711,-1.821136639,-0.000803576
S&P SmallCap 600 Pure Growth (TR),600PGTR,23-Jul-01,2240.424102,-24.04460883,-0.010618212
S&P SmallCap 600 Pure Growth (TR),600PGTR,24-Jul-01,2200.772466,-39.65163607,-0.017698272
S&P SmallCap 600 Pure Growth (TR),600PGTR,25-Jul-01,2219.421449,18.6489827,0.008473835
S&P SmallCap 600 Pure Growth (TR),600PGTR,26-Jul-01,2277.828403,58.40695466,0.026316297
S&P SmallCap 600 Pure Growth (TR),600PGTR,27-Jul-01,2296.194754,18.36635085,0.008063097
S&P SmallCap 600 Pure Growth (TR),600PGTR,30-Jul-01,2290.216023,-5.978731479,-0.002603756
S&P SmallCap 600 Pure Growth (TR),600PGTR,31-Jul-01,2295.939299,5.723276417,0.002499012
S&P SmallCap 600 Pure Growth (TR),600PGTR,1-Aug-01,2314.05131,18.11201084,0.007888715
S&P SmallCap 600 Pure Growth (TR),600PGTR,2-Aug-01,2317.985772,3.93446197,0.001700248
S&P SmallCap 600 Pure Growth (TR),600PGTR,3-Aug-01,2304.485166,-13.50060609,-0.005824283
S&P SmallCap 600 Pure Growth (TR),600PGTR,6-Aug-01,2252.588264,-51.89690138,-0.022519955
S&P SmallCap 600 Pure Growth (TR),600PGTR,7-Aug-01,2240.320992,-12.26727272,-0.005445857
S&P SmallCap 600 Pure Growth (TR),600PGTR,8-Aug-01,2198.739842,-41.58114963,-0.018560354
S&P SmallCap 600 Pure Growth (TR),600PGTR,9-Aug-01,2213.975828,15.23598562,0.006929417
S&P SmallCap 600 Pure Growth (TR),600PGTR,10-Aug-01,2218.354371,4.378543353,0.001977683
S&P SmallCap 600 Pure Growth (TR),600PGTR,13-Aug-01,2231.609338,13.25496736,0.005975135
S&P SmallCap 600 Pure Growth (TR),600PGTR,14-Aug-01,2247.474914,15.86557553,0.007109477
S&P SmallCap 600 Pure Growth (TR),600PGTR,15-Aug-01,2245.736038,-1.738876175,-0.000773702
S&P SmallCap 600 Pure Growth (TR),600PGTR,16-Aug-01,2258.222372,12.48633428,0.005560019
S&P SmallCap 600 Pure Growth (TR),600PGTR,17-Aug-01,2237.485685,-20.73668655,-0.009182748
S&P SmallCap 600 Pure Growth (TR),600PGTR,20-Aug-01,2245.806409,8.320723041,0.003718783
S&P SmallCap 600 Pure Growth (TR),600PGTR,21-Aug-01,2198.309977,-47.49643141,-0.021148943
S&P SmallCap 600 Pure Growth (TR),600PGTR,22-Aug-01,2211.303357,12.99338005,0.005910622
S&P SmallCap 600 Pure Growth (TR),600PGTR,23-Aug-01,2194.68471,-16.61864679,-0.007515317
S&P SmallCap 600 Pure Growth (TR),600PGTR,24-Aug-01,2237.069155,42.384445,0.019312316
S&P SmallCap 600 Pure Growth (TR),600PGTR,27-Aug-01,2242.115971,5.046815179,0.002255994
S&P SmallCap 600 Pure Growth (TR),600PGTR,28-Aug-01,2226.793644,-15.32232699,-0.006833869
S&P SmallCap 600 Pure Growth (TR),600PGTR,29-Aug-01,2222.556317,-4.237326976,-0.001902883
S&P SmallCap 600 Pure Growth (TR),600PGTR,30-Aug-01,2200.951849,-21.60446746,-0.009720549
S&P SmallCap 600 Pure Growth (TR),600PGTR,31-Aug-01,2213.590627,12.63877783,0.005742415
S&P SmallCap 600 Pure Growth (TR),600PGTR,4-Sep-01,2198.370413,-15.22021433,-0.006875804
S&P SmallCap 600 Pure Growth (TR),600PGTR,5-Sep-01,2164.586231,-33.78418179,-0.01536783
S&P SmallCap 600 Pure Growth (TR),600PGTR,6-Sep-01,2126.317637,-38.2685936,-0.017679404
S&P SmallCap 600 Pure Growth (TR),600PGTR,7-Sep-01,2089.243473,-37.07416464,-0.017435854
S&P SmallCap 600 Pure Growth (TR),600PGTR,10-Sep-01,2052.161912,-37.08156109,-0.017748798
S&P SmallCap 600 Pure Growth (TR),600PGTR,17-Sep-01,1931.235283,-120.9266287,-0.058926456
S&P SmallCap 600 Pure Growth (TR),600PGTR,18-Sep-01,1868.961177,-62.27410602,-0.032245738
S&P SmallCap 600 Pure Growth (TR),600PGTR,19-Sep-01,1824.327107,-44.63406948,-0.023881753
S&P SmallCap 600 Pure Growth (TR),600PGTR,20-Sep-01,1764.802439,-59.52466867,-0.032628287
S&P SmallCap 600 Pure Growth (TR),600PGTR,21-Sep-01,1731.36595,-33.43648902,-0.018946307
S&P SmallCap 600 Pure Growth (TR),600PGTR,24-Sep-01,1807.774738,76.40878803,0.044132084
S&P SmallCap 600 Pure Growth (TR),600PGTR,25-Sep-01,1810.975672,3.200934442,0.001770649
S&P SmallCap 600 Pure Growth (TR),600PGTR,26-Sep-01,1786.757188,-24.21848448,-0.013373169
S&P SmallCap 600 Pure Growth (TR),600PGTR,27-Sep-01,1783.130555,-3.626632606,-0.002029729
S&P SmallCap 600 Pure Growth (TR),600PGTR,28-Sep-01,1820.941563,37.81100777,0.021204845
S&P SmallCap 600 Pure Growth (TR),600PGTR,1-Oct-01,1773.950739,-46.9908236,-0.025805783
S&P SmallCap 600 Pure Growth (TR),600PGTR,2-Oct-01,1809.749011,35.79827201,0.02017997
S&P SmallCap 600 Pure Growth (TR),600PGTR,3-Oct-01,1893.506577,83.75756553,0.046281316
S&P SmallCap 600 Pure Growth (TR),600PGTR,4-Oct-01,1918.188692,24.68211574,0.013035136
S&P SmallCap 600 Pure Growth (TR),600PGTR,5-Oct-01,1900.382655,-17.8060374,-0.009282735
S&P SmallCap 600 Pure Growth (TR),600PGTR,8-Oct-01,1900.118273,-0.264382285,-0.000139121
S&P SmallCap 600 Pure Growth (TR),600PGTR,9-Oct-01,1877.695115,-22.42315786,-0.011800927
S&P SmallCap 600 Pure Growth (TR),600PGTR,10-Oct-01,1953.932652,76.23753758,0.040601659
S&P SmallCap 600 Pure Growth (TR),600PGTR,11-Oct-01,2011.316839,57.38418617,0.029368559
S&P SmallCap 600 Pure Growth (TR),600PGTR,12-Oct-01,1995.2103,-16.10653903,-0.008007957
S&P SmallCap 600 Pure Growth (TR),600PGTR,15-Oct-01,1992.960349,-2.249950755,-0.001127676
S&P SmallCap 600 Pure Growth (TR),600PGTR,16-Oct-01,2019.752581,26.79223179,0.013443434
S&P SmallCap 600 Pure Growth (TR),600PGTR,17-Oct-01,1965.995344,-53.75723624,-0.026615753
S&P SmallCap 600 Pure Growth (TR),600PGTR,18-Oct-01,1944.669792,-21.32555195,-0.010847204
S&P SmallCap 600 Pure Growth (TR),600PGTR,19-Oct-01,1969.771263,25.10147013,0.012907832
S&P SmallCap 600 Pure Growth (TR),600PGTR,22-Oct-01,1993.362966,23.59170346,0.011976875
S&P SmallCap 600 Pure Growth (TR),600PGTR,23-Oct-01,1988.878525,-4.484440755,-0.002249686
S&P SmallCap 600 Pure Growth (TR),600PGTR,24-Oct-01,1990.192716,1.314190855,0.00066077
S&P SmallCap 600 Pure Growth (TR),600PGTR,25-Oct-01,2027.857473,37.66475717,0.018925181
S&P SmallCap 600 Pure Growth (TR),600PGTR,26-Oct-01,2050.440229,22.58275553,0.011136264
S&P SmallCap 600 Pure Growth (TR),600PGTR,29-Oct-01,1997.993957,-52.44627158,-0.025578054
S&P SmallCap 600 Pure Growth (TR),600PGTR,30-Oct-01,1952.960904,-45.03305376,-0.022539134
S&P SmallCap 600 Pure Growth (TR),600PGTR,31-Oct-01,1985.36558,32.40467631,0.016592588
S&P SmallCap 600 Pure Growth (TR),600PGTR,1-Nov-01,2016.973226,31.60764618,0.015920315
S&P SmallCap 600 Pure Growth (TR),600PGTR,2-Nov-01,2011.898752,-5.074473954,-0.002515886
S&P SmallCap 600 Pure Growth (TR),600PGTR,5-Nov-01,2040.207832,28.30907987,0.014070827
S&P SmallCap 600 Pure Growth (TR),600PGTR,6-Nov-01,2052.551764,12.34393236,0.006050331
S&P SmallCap 600 Pure Growth (TR),600PGTR,7-Nov-01,2064.270808,11.71904339,0.0057095
S&P SmallCap 600 Pure Growth (TR),600PGTR,8-Nov-01,2050.263704,-14.0071035,-0.006785497
S&P SmallCap 600 Pure Growth (TR),600PGTR,9-Nov-01,2039.880355,-10.38334876,-0.005064397
S&P SmallCap 600 Pure Growth (TR),600PGTR,12-Nov-01,2044.313364,4.433008642,0.002173171
S&P SmallCap 600 Pure Growth (TR),600PGTR,13-Nov-01,2084.922381,40.60901682,0.01986438
S&P SmallCap 600 Pure Growth (TR),600PGTR,14-Nov-01,2113.834248,28.91186735,0.013867119
S&P SmallCap 600 Pure Growth (TR),600PGTR,15-Nov-01,2082.420935,-31.41331334,-0.014860821
S&P SmallCap 600 Pure Growth (TR),600PGTR,16-Nov-01,2099.334376,16.91344146,0.008122009
S&P SmallCap 600 Pure Growth (TR),600PGTR,19-Nov-01,2136.5385,37.20412317,0.017721866
S&P SmallCap 600 Pure Growth (TR),600PGTR,20-Nov-01,2129.037337,-7.501162381,-0.003510895
S&P SmallCap 600 Pure Growth (TR),600PGTR,21-Nov-01,2115.395414,-13.64192284,-0.006407555
S&P SmallCap 600 Pure Growth (TR),600PGTR,23-Nov-01,2141.118214,25.72279966,0.012159807
S&P SmallCap 600 Pure Growth (TR),600PGTR,26-Nov-01,2153.139554,12.02133991,0.005614515
S&P SmallCap 600 Pure Growth (TR),600PGTR,27-Nov-01,2145.214578,-7.924975984,-0.003680661
S&P SmallCap 600 Pure Growth (TR),600PGTR,28-Nov-01,2105.65891,-39.55566778,-0.018439026
S&P SmallCap 600 Pure Growth (TR),600PGTR,29-Nov-01,2142.065115,36.4062049,0.017289697
S&P SmallCap 600 Pure Growth (TR),600PGTR,30-Nov-01,2157.184482,15.11936654,0.007058313
S&P SmallCap 600 Pure Growth (TR),600PGTR,3-Dec-01,2138.38999,-18.7944916,-0.00871251
S&P SmallCap 600 Pure Growth (TR),600PGTR,4-Dec-01,2194.647489,56.25749913,0.026308344
S&P SmallCap 600 Pure Growth (TR),600PGTR,5-Dec-01,2275.386032,80.73854252,0.036788843
S&P SmallCap 600 Pure Growth (TR),600PGTR,6-Dec-01,2299.84246,24.45642886,0.010748255
S&P SmallCap 600 Pure Growth (TR),600PGTR,7-Dec-01,2300.242951,0.400490992,0.000174138
S&P SmallCap 600 Pure Growth (TR),600PGTR,10-Dec-01,2265.98522,-34.25773164,-0.014893093
S&P SmallCap 600 Pure Growth (TR),600PGTR,11-Dec-01,2263.870813,-2.114406827,-0.000933107
S&P SmallCap 600 Pure Growth (TR),600PGTR,12-Dec-01,2266.488811,2.617998413,0.001156426
S&P SmallCap 600 Pure Growth (TR),600PGTR,13-Dec-01,2236.655436,-29.83337584,-0.013162816
S&P SmallCap 600 Pure Growth (TR),600PGTR,14-Dec-01,2238.183794,1.528358275,0.000683323
S&P SmallCap 600 Pure Growth (TR),600PGTR,17-Dec-01,2271.921311,33.73751718,0.015073613
S&P SmallCap 600 Pure Growth (TR),600PGTR,18-Dec-01,2307.937651,36.01633986,0.015852811
S&P SmallCap 600 Pure Growth (TR),600PGTR,19-Dec-01,2300.049185,-7.888465649,-0.003417972
S&P SmallCap 600 Pure Growth (TR),600PGTR,20-Dec-01,2262.682598,-37.36658762,-0.016245995
S&P SmallCap 600 Pure Growth (TR),600PGTR,21-Dec-01,2310.789042,48.10644454,0.021260801
S&P SmallCap 600 Pure Growth (TR),600PGTR,24-Dec-01,2320.987578,10.19853568,0.004413443
S&P SmallCap 600 Pure Growth (TR),600PGTR,26-Dec-01,2333.073328,12.08575024,0.005207159
S&P SmallCap 600 Pure Growth (TR),600PGTR,27-Dec-01,2351.329939,18.25661119,0.007825134
S&P SmallCap 600 Pure Growth (TR),600PGTR,28-Dec-01,2361.920952,10.59101262,0.004504265
S&P SmallCap 600 Pure Growth (TR),600PGTR,31-Dec-01,2348.382401,-13.53855116,-0.005732009
S&P SmallCap 600 Pure Growth (TR),600PGTR,2-Jan-02,2351.462347,3.079946177,0.001311518
S&P SmallCap 600 Pure Growth (TR),600PGTR,3-Jan-02,2382.914466,31.45211937,0.013375557
S&P SmallCap 600 Pure Growth (TR),600PGTR,4-Jan-02,2407.744847,24.83038122,0.010420173
S&P SmallCap 600 Pure Growth (TR),600PGTR,7-Jan-02,2376.03914,-31.70570761,-0.013168217
S&P SmallCap 600 Pure Growth (TR),600PGTR,8-Jan-02,2389.527725,13.4885849,0.00567692
S&P SmallCap 600 Pure Growth (TR),600PGTR,9-Jan-02,2381.728015,-7.799709668,-0.003264122
S&P SmallCap 600 Pure Growth (TR),600PGTR,10-Jan-02,2385.888556,4.160540501,0.001746858
S&P SmallCap 600 Pure Growth (TR),600PGTR,11-Jan-02,2360.155265,-25.73329063,-0.010785621
S&P SmallCap 600 Pure Growth (TR),600PGTR,14-Jan-02,2320.242749,-39.91251577,-0.01691097
S&P SmallCap 600 Pure Growth (TR),600PGTR,15-Jan-02,2322.888859,2.646109546,0.001140445
S&P SmallCap 600 Pure Growth (TR),600PGTR,16-Jan-02,2289.279346,-33.60951296,-0.014468842
S&P SmallCap 600 Pure Growth (TR),600PGTR,17-Jan-02,2309.013662,19.73431635,0.008620318
S&P SmallCap 600 Pure Growth (TR),600PGTR,18-Jan-02,2275.650716,-33.36294582,-0.014449003
S&P SmallCap 600 Pure Growth (TR),600PGTR,22-Jan-02,2250.818127,-24.83258881,-0.010912302
S&P SmallCap 600 Pure Growth (TR),600PGTR,23-Jan-02,2285.868284,35.0501567,0.015572185
S&P SmallCap 600 Pure Growth (TR),600PGTR,24-Jan-02,2299.333949,13.46566509,0.005890832
S&P SmallCap 600 Pure Growth (TR),600PGTR,25-Jan-02,2301.521226,2.187276335,0.000951265
S&P SmallCap 600 Pure Growth (TR),600PGTR,28-Jan-02,2319.225769,17.70454376,0.00769254
S&P SmallCap 600 Pure Growth (TR),600PGTR,29-Jan-02,2272.230839,-46.99493053,-0.020263198
S&P SmallCap 600 Pure Growth (TR),600PGTR,30-Jan-02,2299.082471,26.85163197,0.011817299
S&P SmallCap 600 Pure Growth (TR),600PGTR,31-Jan-02,2341.827468,42.74499696,0.018592198
S&P SmallCap 600 Pure Growth (TR),600PGTR,1-Feb-02,2318.03943,-23.78803752,-0.010157895
S&P SmallCap 600 Pure Growth (TR),600PGTR,4-Feb-02,2273.831992,-44.20743789,-0.019071047
S&P SmallCap 600 Pure Growth (TR),600PGTR,5-Feb-02,2259.669589,-14.16240337,-0.00622843
S&P SmallCap 600 Pure Growth (TR),600PGTR,6-Feb-02,2233.143474,-26.5261152,-0.011738935
S&P SmallCap 600 Pure Growth (TR),600PGTR,7-Feb-02,2213.072004,-20.07147003,-0.008987989
S&P SmallCap 600 Pure Growth (TR),600PGTR,8-Feb-02,2248.661118,35.58911436,0.016081318
S&P SmallCap 600 Pure Growth (TR),600PGTR,11-Feb-02,2272.987779,24.32666106,0.010818287
S&P SmallCap 600 Pure Growth (TR),600PGTR,12-Feb-02,2279.570213,6.58243359,0.002895939
S&P SmallCap 600 Pure Growth (TR),600PGTR,13-Feb-02,2312.673711,33.10349863,0.014521816
S&P SmallCap 600 Pure Growth (TR),600PGTR,14-Feb-02,2292.063665,-20.61004684,-0.008911783
S&P SmallCap 600 Pure Growth (TR),600PGTR,15-Feb-02,2280.473472,-11.59019252,-0.005056663
S&P SmallCap 600 Pure Growth (TR),600PGTR,19-Feb-02,2230.004973,-50.46849878,-0.022130711
S&P SmallCap 600 Pure Growth (TR),600PGTR,20-Feb-02,2251.323372,21.31839839,0.009559799
S&P SmallCap 600 Pure Growth (TR),600PGTR,21-Feb-02,2210.579106,-40.74426553,-0.018097918
S&P SmallCap 600 Pure Growth (TR),600PGTR,22-Feb-02,2228.417922,17.83881628,0.008069748
S&P SmallCap 600 Pure Growth (TR),600PGTR,25-Feb-02,2262.571641,34.15371854,0.015326442
S&P SmallCap 600 Pure Growth (TR),600PGTR,26-Feb-02,2284.904092,22.33245127,0.009870384
S&P SmallCap 600 Pure Growth (TR),600PGTR,27-Feb-02,2302.568923,17.66483061,0.007731104
S&P SmallCap 600 Pure Growth (TR),600PGTR,28-Feb-02,2298.129001,-4.439922177,-0.001928247
S&P SmallCap 600 Pure Growth (TR),600PGTR,1-Mar-02,2343.010093,44.88109205,0.019529405
S&P SmallCap 600 Pure Growth (TR),600PGTR,4-Mar-02,2418.503071,75.49297833,0.032220509
S&P SmallCap 600 Pure Growth (TR),600PGTR,5-Mar-02,2406.305573,-12.19749816,-0.005043408
S&P SmallCap 600 Pure Growth (TR),600PGTR,6-Mar-02,2438.033297,31.72772443,0.013185243
S&P SmallCap 600 Pure Growth (TR),600PGTR,7-Mar-02,2432.895844,-5.137453008,-0.002107212
S&P SmallCap 600 Pure Growth (TR),600PGTR,8-Mar-02,2462.138335,29.24249041,0.012019623
S&P SmallCap 600 Pure Growth (TR),600PGTR,11-Mar-02,2476.369716,14.23138167,0.00578009
S&P SmallCap 600 Pure Growth (TR),600PGTR,12-Mar-02,2470.118935,-6.250781332,-0.002524171
S&P SmallCap 600 Pure Growth (TR),600PGTR,13-Mar-02,2456.297826,-13.82110851,-0.005595321
S&P SmallCap 600 Pure Growth (TR),600PGTR,14-Mar-02,2461.094536,4.796709335,0.001952821
S&P SmallCap 600 Pure Growth (TR),600PGTR,15-Mar-02,2473.065639,11.97110323,0.004864138
S&P SmallCap 600 Pure Growth (TR),600PGTR,18-Mar-02,2489.537139,16.47150014,0.006660357
S&P SmallCap 600 Pure Growth (TR),600PGTR,19-Mar-02,2509.714406,20.1772669,0.008104827
S&P SmallCap 600 Pure Growth (TR),600PGTR,20-Mar-02,2479.579797,-30.13460898,-0.012007187
S&P SmallCap 600 Pure Growth (TR),600PGTR,21-Mar-02,2513.90667,34.3268726,0.013843827
S&P SmallCap 600 Pure Growth (TR),600PGTR,22-Mar-02,2499.480373,-14.42629664,-0.005738597
S&P SmallCap 600 Pure Growth (TR),600PGTR,25-Mar-02,2466.789191,-32.69118239,-0.013079191
S&P SmallCap 600 Pure Growth (TR),600PGTR,26-Mar-02,2488.940351,22.15116063,0.008979754
S&P SmallCap 600 Pure Growth (TR),600PGTR,27-Mar-02,2508.762436,19.82208467,0.007964066
S&P SmallCap 600 Pure Growth (TR),600PGTR,28-Mar-02,2514.69586,5.933424227,0.00236508
S&P SmallCap 600 Pure Growth (TR),600PGTR,1-Apr-02,2497.375719,-17.32014131,-0.006887569
S&P SmallCap 600 Pure Growth (TR),600PGTR,2-Apr-02,2469.521545,-27.85417353,-0.011153377
S&P SmallCap 600 Pure Growth (TR),600PGTR,3-Apr-02,2461.921145,-7.600400075,-0.003077681
S&P SmallCap 600 Pure Growth (TR),600PGTR,4-Apr-02,2477.781814,15.8606688,0.006442395
S&P SmallCap 600 Pure Growth (TR),600PGTR,5-Apr-02,2477.043038,-0.738776235,-0.00029816
S&P SmallCap 600 Pure Growth (TR),600PGTR,8-Apr-02,2508.871455,31.82841749,0.01284936
S&P SmallCap 600 Pure Growth (TR),600PGTR,9-Apr-02,2510.303561,1.432105379,0.000570817
S&P SmallCap 600 Pure Growth (TR),600PGTR,10-Apr-02,2544.627981,34.32442041,0.013673414
S&P SmallCap 600 Pure Growth (TR),600PGTR,11-Apr-02,2509.104699,-35.52328256,-0.013960108
S&P SmallCap 600 Pure Growth (TR),600PGTR,12-Apr-02,2550.458132,41.35343358,0.01648135
S&P SmallCap 600 Pure Growth (TR),600PGTR,15-Apr-02,2547.813823,-2.644309529,-0.001036798
S&P SmallCap 600 Pure Growth (TR),600PGTR,16-Apr-02,2599.737666,51.92384373,0.020379764
S&P SmallCap 600 Pure Growth (TR),600PGTR,17-Apr-02,2583.320011,-16.41765561,-0.00631512
S&P SmallCap 600 Pure Growth (TR),600PGTR,18-Apr-02,2589.819984,6.499972915,0.002516132
S&P SmallCap 600 Pure Growth (TR),600PGTR,19-Apr-02,2590.66027,0.840286063,0.000324457
S&P SmallCap 600 Pure Growth (TR),600PGTR,22-Apr-02,2564.803152,-25.8571179,-0.009980899
S&P SmallCap 600 Pure Growth (TR),600PGTR,23-Apr-02,2573.570045,8.76689298,0.003418154
S&P SmallCap 600 Pure Growth (TR),600PGTR,24-Apr-02,2563.890641,-9.679404083,-0.00376108
S&P SmallCap 600 Pure Growth (TR),600PGTR,25-Apr-02,2557.676447,-6.214193638,-0.002423736
S&P SmallCap 600 Pure Growth (TR),600PGTR,26-Apr-02,2525.605655,-32.07079251,-0.012539034
S&P SmallCap 600 Pure Growth (TR),600PGTR,29-Apr-02,2513.434388,-12.17126668,-0.004819148
S&P SmallCap 600 Pure Growth (TR),600PGTR,30-Apr-02,2554.199749,40.76536133,0.016218988
S&P SmallCap 600 Pure Growth (TR),600PGTR,1-May-02,2560.3307,6.130951191,0.002400341
S&P SmallCap 600 Pure Growth (TR),600PGTR,2-May-02,2556.286602,-4.044098809,-0.001579522
S&P SmallCap 600 Pure Growth (TR),600PGTR,3-May-02,2546.215697,-10.07090488,-0.003939662
S&P SmallCap 600 Pure Growth (TR),600PGTR,6-May-02,2497.084207,-49.13149003,-0.019295887
S&P SmallCap 600 Pure Growth (TR),600PGTR,7-May-02,2466.168154,-30.91605259,-0.012380861
S&P SmallCap 600 Pure Growth (TR),600PGTR,8-May-02,2539.791917,73.62376242,0.029853505
S&P SmallCap 600 Pure Growth (TR),600PGTR,9-May-02,2505.994948,-33.79696894,-0.013306983
S&P SmallCap 600 Pure Growth (TR),600PGTR,10-May-02,2471.35454,-34.64040776,-0.013823016
S&P SmallCap 600 Pure Growth (TR),600PGTR,13-May-02,2503.163591,31.8090511,0.0128711
S&P SmallCap 600 Pure Growth (TR),600PGTR,14-May-02,2580.609225,77.44563404,0.030939102
S&P SmallCap 600 Pure Growth (TR),600PGTR,15-May-02,2599.568581,18.95935643,0.007346853
S&P SmallCap 600 Pure Growth (TR),600PGTR,16-May-02,2559.751121,-39.81746059,-0.015316949
S&P SmallCap 600 Pure Growth (TR),600PGTR,17-May-02,2574.214481,14.46336063,0.0056503
S&P SmallCap 600 Pure Growth (TR),600PGTR,20-May-02,2543.045502,-31.16897909,-0.012108152
S&P SmallCap 600 Pure Growth (TR),600PGTR,21-May-02,2493.058627,-49.9868753,-0.019656304
S&P SmallCap 600 Pure Growth (TR),600PGTR,22-May-02,2474.02186,-19.03676706,-0.007635908
S&P SmallCap 600 Pure Growth (TR),600PGTR,23-May-02,2504.886826,30.86496639,0.012475624
S&P SmallCap 600 Pure Growth (TR),600PGTR,24-May-02,2468.125147,-36.76167959,-0.014675984
S&P SmallCap 600 Pure Growth (TR),600PGTR,28-May-02,2451.495291,-16.6298558,-0.00673785
S&P SmallCap 600 Pure Growth (TR),600PGTR,29-May-02,2425.646187,-25.84910387,-0.010544219
S&P SmallCap 600 Pure Growth (TR),600PGTR,30-May-02,2409.903829,-15.74235846,-0.006489965
S&P SmallCap 600 Pure Growth (TR),600PGTR,31-May-02,2427.751971,17.84814224,0.007406164
S&P SmallCap 600 Pure Growth (TR),600PGTR,3-Jun-02,2348.484699,-79.2672714,-0.032650482
S&P SmallCap 600 Pure Growth (TR),600PGTR,4-Jun-02,2333.830449,-14.65425068,-0.006239875
S&P SmallCap 600 Pure Growth (TR),600PGTR,5-Jun-02,2351.458385,17.62793601,0.007553221
S&P SmallCap 600 Pure Growth (TR),600PGTR,6-Jun-02,2315.716902,-35.74148293,-0.015199709
S&P SmallCap 600 Pure Growth (TR),600PGTR,7-Jun-02,2332.454746,16.73784363,0.007227932
S&P SmallCap 600 Pure Growth (TR),600PGTR,10-Jun-02,2324.996737,-7.458008202,-0.003197493
S&P SmallCap 600 Pure Growth (TR),600PGTR,11-Jun-02,2300.2334,-24.76333762,-0.010650913
S&P SmallCap 600 Pure Growth (TR),600PGTR,12-Jun-02,2298.715571,-1.517828383,-0.000659858
S&P SmallCap 600 Pure Growth (TR),600PGTR,13-Jun-02,2260.540024,-38.17554772,-0.016607339
S&P SmallCap 600 Pure Growth (TR),600PGTR,14-Jun-02,2264.08774,3.547716289,0.001569411
S&P SmallCap 600 Pure Growth (TR),600PGTR,17-Jun-02,2328.387985,64.30024534,0.028400068
S&P SmallCap 600 Pure Growth (TR),600PGTR,18-Jun-02,2328.815622,0.427636783,0.000183662
S&P SmallCap 600 Pure Growth (TR),600PGTR,19-Jun-02,2300.021986,-28.79363622,-0.012364069
S&P SmallCap 600 Pure Growth (TR),600PGTR,20-Jun-02,2273.173325,-26.84866086,-0.011673219
S&P SmallCap 600 Pure Growth (TR),600PGTR,21-Jun-02,2261.620988,-11.55233668,-0.005082031
S&P SmallCap 600 Pure Growth (TR),600PGTR,24-Jun-02,2257.302775,-4.318213163,-0.001909344
S&P SmallCap 600 Pure Growth (TR),600PGTR,25-Jun-02,2219.437262,-37.86551276,-0.016774672
S&P SmallCap 600 Pure Growth (TR),600PGTR,26-Jun-02,2212.629475,-6.807787102,-0.003067348
S&P SmallCap 600 Pure Growth (TR),600PGTR,27-Jun-02,2258.62963,46.0001547,0.020789814
S&P SmallCap 600 Pure Growth (TR),600PGTR,28-Jun-02,2277.1053,18.47567019,0.008180035
S&P SmallCap 600 Pure Growth (TR),600PGTR,1-Jul-02,2174.000654,-103.1046466,-0.045278822
S&P SmallCap 600 Pure Growth (TR),600PGTR,2-Jul-02,2100.348149,-73.65250492,-0.033878787
S&P SmallCap 600 Pure Growth (TR),600PGTR,3-Jul-02,2085.032492,-15.31565612,-0.007291961
S&P SmallCap 600 Pure Growth (TR),600PGTR,5-Jul-02,2153.769154,68.73666114,0.03296671
S&P SmallCap 600 Pure Growth (TR),600PGTR,8-Jul-02,2127.535165,-26.23398848,-0.012180502
S&P SmallCap 600 Pure Growth (TR),600PGTR,9-Jul-02,2087.572244,-39.96292109,-0.018783671
S&P SmallCap 600 Pure Growth (TR),600PGTR,10-Jul-02,2033.27533,-54.29691411,-0.026009598
S&P SmallCap 600 Pure Growth (TR),600PGTR,11-Jul-02,2018.015687,-15.25964286,-0.007504956
S&P SmallCap 600 Pure Growth (TR),600PGTR,12-Jul-02,2008.503268,-9.512418799,-0.004713749
S&P SmallCap 600 Pure Growth (TR),600PGTR,15-Jul-02,1975.039807,-33.46346103,-0.016660894
S&P SmallCap 600 Pure Growth (TR),600PGTR,16-Jul-02,1956.493467,-18.54634016,-0.009390363
S&P SmallCap 600 Pure Growth (TR),600PGTR,17-Jul-02,1966.683234,10.18976678,0.005208178
S&P SmallCap 600 Pure Growth (TR),600PGTR,18-Jul-02,1910.114348,-56.56888621,-0.028763598
S&P SmallCap 600 Pure Growth (TR),600PGTR,19-Jul-02,1869.177549,-40.93679863,-0.021431596
S&P SmallCap 600 Pure Growth (TR),600PGTR,22-Jul-02,1820.266134,-48.9114147,-0.026167345
S&P SmallCap 600 Pure Growth (TR),600PGTR,23-Jul-02,1760.184897,-60.08123713,-0.033006842
S&P SmallCap 600 Pure Growth (TR),600PGTR,24-Jul-02,1838.492097,78.3071996,0.044488053
S&P SmallCap 600 Pure Growth (TR),600PGTR,25-Jul-02,1827.525495,-10.96660184,-0.005964998
S&P SmallCap 600 Pure Growth (TR),600PGTR,26-Jul-02,1845.499216,17.97372118,0.009835004
S&P SmallCap 600 Pure Growth (TR),600PGTR,29-Jul-02,1947.818097,102.3188808,0.055442387
S&P SmallCap 600 Pure Growth (TR),600PGTR,30-Jul-02,1937.865275,-9.952821597,-0.005109728
S&P SmallCap 600 Pure Growth (TR),600PGTR,31-Jul-02,1887.215384,-50.64989171,-0.026136952
S&P SmallCap 600 Pure Growth (TR),600PGTR,1-Aug-02,1859.181868,-28.03351539,-0.014854433
