,CFNAI,CPI,M2,ISM,bfly,divy,Spread,Spread_bool
2002-01-01,-1.322912,0.018943742824339967,0.10585261600427454,0.41902313624678666,-1.3599999999999994,1.7017985740000001,0.07797440829177038,1
2002-02-01,-0.563327,0.01603665521191311,0.10003452267327327,0.23625254582484725,-1.36,1.60656997,0.07925799462059135,1
2002-03-01,-0.316685,0.011958997722095743,0.09341941193033264,0.2412451361867705,-1.0700000000000005,1.5498836180000002,0.1514934518328379,1
2002-04-01,-0.282132,0.011363636363636465,0.09338319102561532,0.08514492753623171,-0.9299999999999996,1.600385722,0.08251636923304395,1
2002-05-01,-0.129078,0.01362862010221466,0.07928091305119156,0.01812191103789118,-1.399999999999999,1.427116192,0.04536151202994454,1
2002-06-01,-0.047977,0.01643990929705219,0.06679641884001564,-0.04075235109717856,-1.54,1.324328986,-0.002565384785506053,0
2002-07-01,0.035961,0.012408347433727984,0.07652832250385377,-0.13355592654424042,-2.2700000000000005,1.3781307849999995,-0.06891141838695547,0
2002-08-01,0.393279,0.010692177827799744,0.07264344659253807,-0.18122977346278316,-2.6900000000000004,1.3307223259999998,-0.0677332327326099,0
2002-09-01,-0.654233,0.01465614430665152,0.07427229323887262,-0.1356209150326798,-2.7300000000000013,1.5943728259999999,-0.04119896490508701,0
2002-10-01,-0.194524,0.01747463359639223,0.07431050629766234,0.003853564547206201,-2.39,1.628044524,0.03446276808836013,1
2002-11-01,-0.432078,0.01516002245929271,0.05301488300872048,-0.013833992094861693,-3.05,1.7899678540000004,0.05214519701475406,1
2002-12-01,-0.6268600000000001,0.02027027027027017,0.06971673464784489,0.1096408317580342,-2.74,1.8391698309999995,-0.012530997191636415,0
2003-01-01,-0.026457,0.022535211267605604,0.06531878914017053,0.11708253358925134,-2.6800000000000006,1.791824934,-0.009684746272881071,0
2003-02-01,-0.988157,0.02480270574971821,0.06296959515590106,0.040080160320641316,-2.4000000000000004,1.862214305,-0.022391597792343898,0
2003-03-01,0.424646,0.02757456387169399,0.06766972612062473,-0.19591141396933565,-1.9299999999999995,1.908555849,0.008088556888246723,1
2003-04-01,-0.646687,0.031460674157303366,0.06461347135097584,-0.18900343642611686,-1.5599999999999998,1.99373149,0.016941769392450068,1
2003-05-01,-0.495949,0.03025210084033625,0.06763099738827094,0.02890173410404628,-0.9699999999999998,2.121253133,0.017180639805528752,1
2003-06-01,-1.083618,0.02175125488008911,0.07124352331606221,0.1355932203389829,-1.41,1.9286746719999999,-0.004545242516225345,0
2003-07-01,-0.16020299999999998,0.018941504178273002,0.07768574069710521,0.20338983050847448,-2.06,1.7897541209999999,-0.030885907936720525,0
2003-08-01,0.005457,0.019487750556792967,0.08125045149172871,0.14419475655430716,-1.63,1.835249914,-0.010600788076726042,0
2003-09-01,0.010764,0.02055555555555544,0.07933407404752524,0.13432835820895514,-1.9100000000000004,1.765233712,0.07550345706855377,1
2003-10-01,-0.312773,0.02216066481994461,0.07980928321087387,0.13380281690140872,-1.5399999999999998,1.6537648740000002,0.0511423733290679,1
2003-11-01,0.419362,0.023783185840707818,0.07311580067387835,0.1309328968903436,-1.7000000000000002,1.670026004,0.034340255213187953,1
2003-12-01,0.191802,0.02041942604856528,0.06382006677209627,0.17269736842105265,-1.88,1.5449422169999998,-0.02448189336951856,0
2004-01-01,0.688833,0.019283746556473916,0.05496441529444596,0.09627329192546563,-1.2899999999999998,1.419120005,-0.03215505709271205,0
2004-02-01,-0.038451,0.020352035203520247,0.051545675581799344,-0.03762662807525319,-1.6700000000000004,1.298061573,-0.02675537594463451,0
2004-03-01,0.153366,0.02026286966046009,0.045636219550011965,-0.09396914446002813,-2.6100000000000008,1.29400202,-0.010371720706674248,0
2004-04-01,0.538058,0.01688453159041381,0.04899333470762035,-0.04957507082152979,-2.6100000000000003,1.2360327460000002,0.026200711277969413,1
2004-05-01,0.573774,0.017400761283306032,0.051611468454906266,-0.030075187969924814,-2.08,1.1783087429999999,0.03096254641664642,1
2004-06-01,0.29846300000000003,0.022925764192139875,0.05500962242621377,-0.057275541795665526,-2.52,1.27302733,-0.0035166476731309797,0
2004-07-01,0.8409610000000001,0.028977583378895444,0.05205442588761633,-0.06408345752608048,-2.5699999999999994,1.238337788,-0.045161551329085725,0
2004-08-01,-0.410882,0.031676679410158386,0.04551452289088198,-0.0372093023255814,-2.51,1.0941197150000002,-0.025299837173800244,0
2004-09-01,0.620831,0.02939575394665228,0.042222185326005864,-0.052545155993431784,-2.4200000000000004,1.1571083889999998,-0.012870333626601171,0
2004-10-01,0.349033,0.025474254742547275,0.038751132712744114,-0.07006369426751591,-2.190000000000001,1.1722989139999995,0.0006449775407861846,1
2004-11-01,0.129438,0.02539168017287952,0.047824434419050384,-0.032206119162640934,-2.02,1.136194353,-0.016755487993664442,0
2004-12-01,0.7677470000000001,0.03190914007571655,0.051699646526378366,0.14904679376083174,-2.7900000000000014,1.1747295969999998,0.011407743401513735,1
2005-01-01,-0.075158,0.03621621621621607,0.057044593991302676,-0.008561643835616417,-2.870000000000001,1.076704468,0.002638023853676841,1
2005-02-01,0.963079,0.033423180592991875,0.06008456100944715,-0.06988352745424298,-2.6,1.042649377,-0.007989755612778038,0
2005-03-01,0.369018,0.028448738593666038,0.057764230991020675,-0.12971342383107076,-2.34,1.0636484990000001,-0.018191316690772563,0
2005-04-01,0.576604,0.030530262453133394,0.052043757369317545,-0.07772020725388606,-1.76,1.049679162,0.03638674948645648,1
2005-05-01,-0.39451,0.032068412613575736,0.04619914433979155,-0.07334525939177106,-1.7099999999999995,1.087594428,0.05484605894535455,1
2005-06-01,0.793194,0.033617929562433264,0.040324793775324164,-0.03466204506065862,-1.4399999999999995,1.129755534,0.03725545122525342,1
2005-07-01,0.018298,0.02869287991498415,0.03309246706739999,0.07116104868913875,-1.4900000000000002,1.093593807,0.017229922471134862,1
2005-08-01,0.452155,0.02541026998411855,0.038548789060003814,0.11583011583011582,-1.4500000000000006,1.06766364,-0.00219283960611083,0
2005-09-01,-0.052659,0.030671602326811213,0.040894029184986865,0.09335727109515246,-1.1599999999999997,0.957014406,0.011212273640135216,1
2005-10-01,0.332106,0.03646934460887952,0.041365965073675286,0.07342657342657333,-1.2100000000000004,0.979368015,0.03504707284876929,1
2005-11-01,-0.875726,0.04741833508956805,0.04132035895090458,0.058823529411764726,-1.39,0.982081929,0.046070802509573294,1
2005-12-01,0.998529,0.043501048218029366,0.04193366000753862,-0.013136288998357948,-0.9699999999999998,1.047698998,0.03664140003511807,1
2006-01-01,0.941352,0.03338549817423053,0.0405449795867292,-0.04071661237785018,-0.6699999999999995,1.0619294,0.006438051474021878,1
2006-02-01,0.436766,0.03338549817423053,0.040133362415479816,-0.0032679738562092497,-0.5399999999999996,1.019809611,-0.01398834765963186,0
2006-03-01,0.716494,0.04018789144050117,0.047133222223952886,-0.051580698835274615,-0.6600000000000009,1.000348105,0.012256611906018788,1
2006-04-01,0.118343,0.0363825363825363,0.04967155443479343,-0.054329371816638335,-0.2999999999999994,1.0498806059999999,0.023904749376247647,1
2006-05-01,0.313937,0.03417918177110302,0.05053410663473956,-0.09999999999999998,-0.5899999999999994,1.027148944,0.0586735908804864,1
2006-06-01,-0.061549,0.036138358286009316,0.055287454418496466,-0.03508771929824561,-0.4100000000000006,1.110067483,0.03758996798461278,1
2006-07-01,-0.143899,0.039772727272727286,0.05255176255764305,0.0017953321364452266,-0.3100000000000009,1.222003554,0.03497588564166998,1
2006-08-01,0.034955,0.041817243159525175,0.0536079619744958,0.007285974499089187,-0.17999999999999886,1.230300592,4.1492364726059e-05,1
2006-09-01,-0.432288,0.041046690610569536,0.05295459067325803,-0.00363636363636366,0.049999999999999815,1.335507647,0.018764530738274443,1
2006-10-01,0.273469,0.03926568077511483,0.05323280785926432,-0.030465949820788433,0.2285000000000013,1.3480956659999999,0.030797388298812182,1
2006-11-01,-0.087402,0.02012072434607637,0.05037333212170792,-0.08137432188065097,-0.02539999999999853,1.3776909659999999,0.03676214097520525,1
2006-12-01,-0.409125,0.014063284781516971,0.05310361460311719,-0.062043795620437936,-0.05799999999999982,1.3188425490000002,-0.011911130818698323,0
2007-01-01,-0.245394,0.019687026754164668,0.0543587739210174,-0.03512014787430684,0.02099999999999991,1.293942062,-0.02636111740159897,0
2007-02-01,1.025523,0.025239777889954462,0.05974955813187144,0.08464566929133865,0.011099999999999,1.444627011,-0.03973534266888756,0
2007-03-01,-0.770877,0.020757651781234232,0.05587040921058506,-0.023346303501945442,0.2878999999999996,1.433118024,-0.03391390733823885,0
2007-04-01,0.269283,0.024202607823470283,0.05414263046282963,0.09961685823754783,0.5320000000000009,1.426454666,-0.06636127842610784,0
2007-05-01,0.36774,0.02798197295943905,0.06161656527981285,0.06352087114337568,0.4617999999999993,1.488050159,-0.08729219886846995,0
2007-06-01,-0.187991,0.025929247633283747,0.06387483825432305,0.1494023904382471,0.6857999999999995,1.483535061,-0.11577117806352433,0
2007-07-01,-0.039946,0.02709885742672613,0.06376253344702865,0.020905923344947785,0.7657999999999996,1.4723911809999999,-0.13086755091019164,0
2007-08-01,-0.152489,0.02692765113974227,0.061669635296522474,-0.07167235494880553,0.5445999999999991,1.560601324,-0.10503640224556088,0
2007-09-01,-0.590761,0.02317890586495808,0.060931118184857525,-0.05719237435008673,0.5121000000000002,1.736866994,-0.04780577386241813,0
2007-10-01,-0.284091,0.01897448478900876,0.07245119305856829,-0.03754266211604096,0.7739000000000011,1.81267071,0.07189019975675504,1
2007-11-01,-0.068607,0.02833826429980268,0.06487102216198283,-0.03676470588235292,0.6674999999999995,1.922779512,0.052887198790302466,1
2007-12-01,-0.6273850000000001,0.03610698365527476,0.058083446647105186,-0.14522058823529405,0.5300000000000002,1.9656181960000003,0.06995356610061954,1
2008-01-01,-0.102976,0.04373267326732666,0.06249197998203515,-0.14893617021276595,0.035499999999999865,2.1932913380000003,-0.07786896220061068,0
2008-02-01,-0.644257,0.04108813392417532,0.05441619199728631,-0.1145038167938931,-0.04180000000000117,2.176219783,-0.06008854171048018,0
2008-03-01,-0.530877,0.04294695655165981,0.05523857825113043,-0.019354838709677358,0.4633000000000002,2.0436376870000004,-0.12022100627088815,0
2008-04-01,-1.16178,0.04142959270611968,0.06859490180631367,-0.03125,-0.0812999999999997,2.328038727,-0.04242297639069037,0
2008-05-01,-1.2333379999999998,0.039749035501344336,0.06774391434068527,0.04525862068965525,-0.4786999999999994,2.265731602,-0.01887933598420599,0
2008-06-01,-1.216051,0.039037609759887903,0.06505694383016357,0.0899122807017545,-0.23939999999999986,2.314268236,0.07294999237115007,1
2008-07-01,-1.397437,0.04088413823123993,0.06620136825374877,0.010752688172043,-0.2872999999999992,2.304380542,0.019977354273462918,1
2008-08-01,-1.195798,0.049359661059478636,0.06131906818119304,-0.03711340206185565,-0.4964000000000008,2.6383318000000004,-0.043636832633160205,0
2008-09-01,-1.913353,0.05497512078341837,0.06522721979422119,-0.15895372233400418,-0.8967000000000005,2.467179626,-0.10433796979516274,0
2008-10-01,-2.061073,0.05308017162091239,0.048799892125134685,-0.2936170212765957,-0.8070000000000004,2.32635524,-0.17047418037189832,0
2008-11-01,-3.706443,0.04953319875136075,0.07357959161566385,-0.4089935760171306,-1.1525999999999998,2.340918075,-0.16504232764348015,0
2008-12-01,-1.958584,0.037310578899565135,0.07731017410007701,-0.4449760765550239,-1.5856,3.0172906760000004,-0.09787803452736764,0
2009-01-01,-3.667032,0.010999174706166848,0.0758454106280193,-0.04216867469879526,-1.506199999999999,3.6695182889999995,0.2527105937165557,1
2009-02-01,-4.372239,-0.00022228002553859044,0.09932842723287894,0.18840579710144897,-1.4754000000000005,3.6311413,0.4850467821066729,1
2009-03-01,-4.686397,-0.0011358601902212715,0.10586884545551634,0.7370689655172413,-1.5985000000000005,4.574214167,0.4597263308471384,1
2009-04-01,-2.410095,8.463140671510772e-05,0.09149552395997884,0.4622641509433962,-1.4525000000000006,5.490919395,0.2157157297019099,1
2009-05-01,-3.752982,-0.004464787676623727,0.09319057256642947,0.4939024390243905,-2.3136,4.336784534,0.24894776255191095,1
2009-06-01,-2.6848970000000003,-0.005763244243767064,0.0851944613867297,0.2828784119106702,-2.8231,2.696953285,0.17842325966838896,1
2009-07-01,-2.077142,-0.010157614958551608,0.09248817162486224,0.2387096774193549,-2.0894,2.2390134660000003,-0.0576491840629364,0
2009-08-01,-1.6674950000000002,-0.012291746182109152,0.09232025085193783,0.3591836734693876,-0.9796000000000002,1.926763066,-0.07648585370375649,0
2009-09-01,-0.095326,-0.019587610037622768,0.08685307130363218,0.22437137330754345,-1.6016000000000004,1.4962331219999998,-0.13735489777029608,0
2009-10-01,-0.316344,-0.014838355663267631,0.08223299348153112,0.03993055555555558,-1.8112000000000004,1.224519307,0.013029587570617672,1
2009-11-01,-0.49692,-0.01377942862886472,0.06369346416769672,-0.09009009009008996,-1.5134999999999998,1.050839748,0.04586135842455241,1
2009-12-01,-0.675262,-0.0022396829420032733,0.06366307541625837,-0.004739336492890933,-2.002,1.246099734,0.1182629609282071,1
2010-01-01,-0.057959,0.019145871744709275,0.05921019807414062,0.05008347245409017,-2.4388,1.1269987020000003,0.10552355943858882,1
2010-02-01,-0.706743,0.028141231232083674,0.03431247027837725,-0.057755775577557726,-2.5676000000000005,0.946803068,-0.017103728106255822,0
2010-03-01,0.212195,0.02621111388976716,0.020631624695173437,-0.025396825396825414,-2.4792,0.812012051,-0.09279299626092896,0
2010-04-01,-0.6281329999999999,0.021513363578665068,0.02610059100229156,-0.007949125596184436,-2.5163,0.6900755390000002,-0.10070922644432312,0
2010-05-01,0.564483,0.022861714393279664,0.014082320059243703,0.1050788091068302,-2.4692000000000007,0.5081407440000001,-0.08503035083762422,0
2010-06-01,0.599929,0.022067707525304403,0.0208672151535445,-0.0228013029315961,-2.5262,0.379444678,-0.03591157418161739,0
2010-07-01,0.454045,0.020035489292185682,0.01716896060749895,-0.08653846153846156,-2.2746,0.500577512,-0.057680631603732165,0
2010-08-01,-0.292898,0.011215605940686268,0.02086545989418997,-0.0982567353407291,-3.0336000000000003,0.538263901,-0.028788183191623018,0
2010-09-01,0.174253,0.013407784804821077,0.020495828649192527,-0.10833333333333328,-2.7556000000000003,0.448698531,0.04429832867139605,1
2010-10-01,-0.294165,0.011501775395112546,0.028381348381348426,0.04385964912280693,-2.6619999999999995,0.559726402,0.01965116710903048,1
2010-11-01,-0.359233,0.011183122472331776,0.02956033010813885,0.017574692442882345,-2.966,0.4477052110000001,0.031057154453524524,1
2010-12-01,-0.169155,0.011666951489314405,0.0319214241866177,0.11775700934579425,-2.7936,0.3935003719999999,-0.0441330675678544,0
2011-01-01,-0.437319,0.01084544776600338,0.03168902130265305,0.05042016806722693,-2.383,0.3719678340000001,-0.06521249250576132,0
2011-02-01,0.190863,0.01437793022217937,0.03867963454170354,0.06908462867012101,-1.9837999999999996,0.3081416930000001,-0.06520383984872291,0
2011-03-01,-0.000709,0.017007834915029774,0.04336254923530048,0.03511705685618738,-1.9294,0.3379912100000001,-0.050224163756967255,0
2011-04-01,-0.427429,0.021248981733331673,0.04358558431483184,-0.033600000000000074,-1.5868000000000002,0.32661212300000003,0.008272942340750709,1
2011-05-01,0.5281020000000001,0.02619241510354131,0.05065900283860025,-0.15347334410339253,-1.4865999999999997,0.362643565,-0.01837207199495039,0
2011-06-01,-0.5971069999999999,0.030772344447868694,0.054727125771650176,-0.10016155088852984,-1.4666,0.39216223100000003,-0.04309291154161055,0
2011-07-01,-0.434286,0.034589718808965,0.053215439709776165,-0.0910596026490066,-1.6209,0.407409116,-0.0658541109451678,0
2011-08-01,-0.120407,0.03502318150636041,0.05785431263870966,-0.005725190839694583,-2.3234,0.435050272,-0.03451622016415845,0
2011-09-01,0.278041,0.035798809769996165,0.07928151489499857,-0.07360861759425498,-2.2631,0.454597171,0.02037540114068737,1
2011-10-01,-0.116638,0.0375499603070808,0.10171664895337562,-0.045537340619307816,-2.4403,0.5422030540000001,0.058323867835230685,1
2011-11-01,-0.307837,0.03812621692818685,0.10024300636883976,0.05950095969289838,-2.5179,0.6310779289999999,0.05255587746954005,1
2011-12-01,0.214725,0.035222681306640524,0.09364846931771352,0.07364341085271309,-2.3896,0.56868993,0.03472718278576048,1
2012-01-01,-0.5271399999999999,0.03451432214581729,0.09663280447437517,0.05343511450381677,-2.1541,0.600774826,-0.0390532219645503,0
2012-02-01,0.435992,0.03062066838419386,0.0940571584228087,0.0,-2.2136,0.61490445,-0.0689478252314576,0
2012-03-01,0.611988,0.030087663379855027,0.10291466857123432,0.0018050541516245746,-1.7286999999999997,0.5292492020000001,-0.05986960209118152,0
2012-04-01,0.023107,0.02898178442347388,0.1013155819873397,0.010869565217391129,-1.2424999999999995,0.4601136999999999,-0.03403210271852741,0
2012-05-01,-0.488854,0.0258287528133212,0.1015784399452926,0.034420289855072506,-1.1437,0.49122206799999996,0.045143566158044816,1
2012-06-01,0.030973,0.02273163374134857,0.09542319609955464,-0.07567567567567568,-1.3160999999999998,0.481891491,0.06524741308007775,1
2012-07-01,-0.331662,0.017379429374660967,0.09706608778478,-0.0985663082437276,-1.3703999999999998,0.5245626699999999,0.06037250378590597,1
2012-08-01,-0.507033,0.016538704482976563,0.09628734622144107,-0.13134851138353765,-1.1729,0.502391452,0.07227353089110855,1
2012-09-01,-0.357948,0.014175114798464785,0.07948514085566337,0.04288499025341142,-0.9464000000000002,0.48307615600000003,0.04514109365905461,1
2012-10-01,-0.6579699999999999,0.01685934915482124,0.0625989577325965,0.029821073558648162,-1.1294,0.416584048,0.052961241961954286,1
2012-11-01,-0.115513,0.019497168982819613,0.06736939068175407,0.03629032258064502,-1.3502000000000005,0.3827544510000001,0.0029090656894685822,1
2012-12-01,-0.318348,0.021556780595369363,0.07150777212912418,-0.06355140186915886,-0.9963000000000004,0.3618873580000001,-0.0022040878255720213,0
2013-01-01,0.275415,0.017960197033926262,0.07429534951496719,-0.019305019305019263,-0.7829999999999999,0.288246545,0.004412894734466377,1
2013-02-01,0.26449,0.017595049796895523,0.08628219891485901,0.08365758754863828,-0.8305000000000001,0.2647793500000001,0.029665952654727382,1
2013-03-01,-0.405551,0.01684061762098299,0.07455261237369837,0.031936127744510934,-0.6170000000000004,0.252797909,0.03093700559085288,1
2013-04-01,0.371712,0.02018140490257481,0.06923918712989763,-0.02165354330708646,-0.7138000000000001,0.2547676600000001,0.020228596487109615,1
2013-05-01,-0.399019,0.015187472411246185,0.07350681334785225,-0.10951526032315984,-0.7469000000000001,0.27962866899999994,-0.04129473776954984,0
2013-06-01,-0.487765,0.011388080475768671,0.07172041811564099,0.07736943907156668,-0.8134000000000001,0.294610544,-0.027037764896356453,0
2013-07-01,0.089509,0.013903888279197084,0.07239558620132658,0.18913480885311865,-0.7823000000000001,0.21971452100000002,-0.01873449849557951,0
2013-08-01,-0.166793,0.017157935271568725,0.06750095184658234,0.28225806451612895,-0.9673,0.237598105,0.01749289617337291,1
2013-09-01,-0.813267,0.01885471805415806,0.06864599092284407,0.10053859964093337,-1.1158999999999997,0.239065552,0.00969801829550887,1
2013-10-01,0.517342,0.01538809488600279,0.06528582283227591,0.0372250423011844,-0.943,0.24241124700000005,0.013120665172416055,1
2013-11-01,0.15924100000000002,0.010947341081747995,0.06319567711755525,-0.0031446540880503138,-0.9320000000000002,0.2341712549999999,0.013765565769061405,1
2013-12-01,-0.075495,0.00876799143491147,0.07282738153347522,0.05057096247960868,-0.8107999999999994,0.23920862099999995,0.026262939604507984,1
2014-01-01,0.4570520000000001,0.012328701961954236,0.06255934272482433,-0.16476345840130502,-1.2784999999999989,0.189981834,0.02817374290375785,1
2014-02-01,-0.164108,0.01512838366757374,0.053375990831821214,-0.14037854889589907,-1.716,0.20892141600000005,0.023294570098599143,1
2014-03-01,-0.93387,0.015577587955748928,0.062291945666730575,-0.14440993788819878,-1.784000000000001,0.2276706089999999,-0.020042081696055813,0
2014-04-01,0.615858,0.011204746347724948,0.06772073804126366,0.076171875,-2.0927,0.259785653,-0.013133186939540242,0
2014-05-01,0.6060300000000001,0.016126949139408042,0.06274766319701186,0.04403669724770642,-1.7993000000000003,0.23492057200000005,-0.013765089670184638,0
2014-06-01,0.112166,0.02015125303606169,0.06300434219115103,0.06896551724137923,-1.7454000000000005,0.2380401780000001,-0.010318896133790112,0
2014-07-01,0.11657,0.021669476870798118,0.06700933875583681,0.15063520871143374,-1.8928,0.294621005,-0.01997714247387017,0
2014-08-01,0.25,0.0205898169459442,0.06733431572229076,0.17223198594024616,-2.1684999999999994,0.27960328999999995,0.007684083891679626,1
2014-09-01,0.329315,0.01974237870330597,0.06557758757183185,0.0186757215619695,-1.9268,0.294951946,0.019178179017745656,1
2014-10-01,-0.222017,0.017150983482969062,0.0619610022694641,-0.006309148264984188,-1.9381,0.327289688,-0.059348730324265915,0
2014-11-01,0.08176900000000001,0.016840509711232073,0.06044478060749193,-0.06896551724137934,-2.0904,0.3690649970000001,-0.07439072947910574,0
2014-12-01,0.161269,0.016095417021513292,0.05479826014159106,-0.036666666666666736,-2.0465000000000004,0.3473140180000001,-0.08725464180048426,0
2015-01-01,0.413296,0.01231524989320798,0.057335120496758485,-0.1603174603174603,-1.8681,0.3680792319999999,0.031279648137965584,1
2015-02-01,-0.01314,0.006531213919622969,0.05916644756525447,-0.15458937198067635,-1.9468,0.3232809360000001,-0.020515045077427185,0
2015-03-01,-0.311408,-0.002422562986637677,0.058981378093145624,-0.10380622837370246,-2.0170000000000003,0.3848748879999999,-0.013314037243951304,0
2015-04-01,-0.6088399999999999,-0.0013203309742854108,0.06380176838936813,0.011342155009451904,-1.8108,0.33417884099999995,-0.1287998666872887,0
2015-05-01,-0.057426,-9.744606572104075e-05,0.0585968511663173,0.06285714285714272,-1.9806,0.30636686,-0.06318926355371057,0
2015-06-01,-0.007165,-0.0013194174264594682,0.06096095828846537,0.08108108108108114,-1.7913,0.2568182640000001,-0.05875041032575722,0
2015-07-01,-0.380948,0.0002363687014073079,0.05572515042967297,0.056074766355140186,-1.6957,0.2693416579999999,0.030966232094436608,1
2015-08-01,-0.223065,0.0019095312164094656,0.05605142590817547,-0.07347670250896042,-1.8834,0.2315086649999999,0.01874930148084397,1
2015-09-01,0.418504,0.002336861784099309,0.053911371383620336,-0.10535714285714283,-1.2367999999999997,0.2847595490000001,0.02137970777295584,1
